timestamp,datetime,dynamics.fl_pushrod_stress,dynamics.fl_spring_displace,dynamics.fl_strain_gauge_v,dynamics.flw_speed
1750307713.9943979,2025-06-18 23:35:13.994,10.0,0.008,2.2286,30.810000000000002
1750307714.008224,2025-06-18 23:35:14.008,19.5,0.001,2.6938,31.240000000000002
1750307714.022007,2025-06-18 23:35:14.022,-30.5,0.0,2.4948,31.78
1750307714.035779,2025-06-18 23:35:14.035,16.0,0.008,2.8916,33.81
1750307714.0495732,2025-06-18 23:35:14.049,-39.5,0.005,2.403,31.92
1750307714.0625012,2025-06-18 23:35:14.062,36.5,0.007,2.507,31.37
1750307714.074935,2025-06-18 23:35:14.074,10.0,0.003,2.7242,31.470000000000002
1750307714.088727,2025-06-18 23:35:14.088,-43.5,0.008,2.8836,33.660000000000004
1750307714.1025238,2025-06-18 23:35:14.102,22.0,0.004,2.8928000000000003,31.85
1750307714.114771,2025-06-18 23:35:14.114,-40.5,0.005,2.3582,32.15
1750307714.128611,2025-06-18 23:35:14.128,39.5,0.008,2.6014,30.82
1750307714.142436,2025-06-18 23:35:14.142,-41.5,0.005,2.0138000000000003,30.64
1750307714.15623,2025-06-18 23:35:14.156,-45.0,0.0,2.3998,30.55
1750307714.169997,2025-06-18 23:35:14.169,-9.0,0.004,2.2512000000000003,30.91
1750307714.183787,2025-06-18 23:35:14.183,-39.0,0.007,2.5738000000000003,32.79
1750307714.195904,2025-06-18 23:35:14.195,-45.0,0.008,2.6754000000000002,32.730000000000004
1750307714.209781,2025-06-18 23:35:14.209,5.0,0.007,2.8524000000000003,34.38
1750307714.2236302,2025-06-18 23:35:14.223,-4.5,0.003,2.6064000000000003,31.11
1750307714.237464,2025-06-18 23:35:14.237,23.0,0.003,2.585,31.12
1750307714.251264,2025-06-18 23:35:14.251,7.5,0.008,2.2164,30.67
1750307714.265117,2025-06-18 23:35:14.265,-48.5,0.005,2.3144,33.01
1750307714.2788858,2025-06-18 23:35:14.278,-43.0,0.001,2.5486,33.25
1750307714.292696,2025-06-18 23:35:14.292,46.5,0.001,2.2342,34.14
1750307714.3066418,2025-06-18 23:35:14.306,25.0,0.002,2.968,34.33
1750307714.320265,2025-06-18 23:35:14.320,-15.0,0.003,2.4132000000000002,31.02
1750307714.334068,2025-06-18 23:35:14.334,-32.0,0.004,2.4084000000000003,32.18
1750307714.3478851,2025-06-18 23:35:14.347,-49.0,0.006,2.6668000000000003,31.73
1750307714.361695,2025-06-18 23:35:14.361,15.0,0.007,2.3348,33.14
1750307714.375492,2025-06-18 23:35:14.375,7.0,0.004,2.7502,33.05
1750307714.38934,2025-06-18 23:35:14.389,26.5,0.005,2.0878,33.1
1750307714.403164,2025-06-18 23:35:14.403,17.0,0.001,2.3996,31.78
1750307714.415626,2025-06-18 23:35:14.415,-39.0,0.009000000000000001,2.6546000000000003,34.44
1750307714.429555,2025-06-18 23:35:14.429,-35.0,0.007,2.8332,31.560000000000002
1750307714.443447,2025-06-18 23:35:14.443,35.0,0.006,2.2358000000000002,31.2
1750307714.457242,2025-06-18 23:35:14.457,43.0,0.001,2.4644,34.27
1750307714.471024,2025-06-18 23:35:14.471,-29.5,0.008,2.2726,33.82
1750307714.48485,2025-06-18 23:35:14.484,-35.5,0.009000000000000001,2.1,33.49
1750307714.497343,2025-06-18 23:35:14.497,-29.0,0.003,2.0346,32.84
1750307714.511137,2025-06-18 23:35:14.511,-1.0,0.002,2.7668,34.69
1750307714.524947,2025-06-18 23:35:14.524,7.0,0.009000000000000001,2.3196000000000003,31.35
1750307714.5387268,2025-06-18 23:35:14.538,33.5,0.0,2.0820000000000003,32.28
1750307714.55252,2025-06-18 23:35:14.552,47.5,0.0,2.0596,33.51
1750307714.5649989,2025-06-18 23:35:14.564,-40.0,0.0,2.5424,34.49
1750307714.5769029,2025-06-18 23:35:14.576,14.5,0.002,2.3908,33.94
1750307714.5892422,2025-06-18 23:35:14.589,-2.0,0.008,2.1812,34.04
1750307714.60304,2025-06-18 23:35:14.603,33.0,0.002,2.5598,32.230000000000004
1750307714.6168342,2025-06-18 23:35:14.616,-11.5,0.004,2.113,32.9
1750307714.6307042,2025-06-18 23:35:14.630,40.0,0.003,2.4796,34.72
1750307714.6445491,2025-06-18 23:35:14.644,30.0,0.009000000000000001,2.2092,33.25
1750307714.658494,2025-06-18 23:35:14.658,19.5,0.001,2.9992,31.830000000000002
1750307714.6744199,2025-06-18 23:35:14.674,49.5,0.008,2.998,35.39
1750307714.688297,2025-06-18 23:35:14.688,-16.0,0.008,2.392,33.97
1750307714.7022169,2025-06-18 23:35:14.702,-43.0,0.009000000000000001,2.7162,34.28
1750307714.715488,2025-06-18 23:35:14.715,42.5,0.004,2.0134000000000003,34.75
1750307714.72861,2025-06-18 23:35:14.728,-19.0,0.006,2.1162,35.42
1750307714.743489,2025-06-18 23:35:14.743,7.5,0.0,2.1834000000000002,33.12
1750307714.755429,2025-06-18 23:35:14.755,-42.5,0.0,2.702,32.13
1750307714.767909,2025-06-18 23:35:14.767,44.0,0.006,2.4932000000000003,34.88
1750307714.791397,2025-06-18 23:35:14.791,-37.0,0.004,2.4036,34.5
1750307714.828322,2025-06-18 23:35:14.828,-12.0,0.0,2.778,33.71
1750307714.843172,2025-06-18 23:35:14.843,1.5,0.002,2.4354,34.910000000000004
1750307714.8594089,2025-06-18 23:35:14.859,-37.0,0.004,2.827,33.86
1750307714.872885,2025-06-18 23:35:14.872,38.5,0.008,2.0556,32.24
1750307714.8861911,2025-06-18 23:35:14.886,-19.0,0.007,2.0394,35.26
1750307714.900022,2025-06-18 23:35:14.900,23.5,0.008,2.8244000000000002,35.84
1750307714.9126122,2025-06-18 23:35:14.912,-48.5,0.002,2.1282,32.72
1750307714.927659,2025-06-18 23:35:14.927,-18.5,0.009000000000000001,2.3496,34.06
1750307714.9458518,2025-06-18 23:35:14.945,-10.0,0.001,2.4268,33.9
1750307714.959785,2025-06-18 23:35:14.959,-3.5,0.003,2.3288,34.35
1750307714.973724,2025-06-18 23:35:14.973,4.5,0.003,2.2356000000000003,33.93
1750307714.9876401,2025-06-18 23:35:14.987,29.5,0.003,2.379,33.34
1750307715.0005069,2025-06-18 23:35:15.000,47.0,0.007,2.0582000000000003,35.94
1750307715.014264,2025-06-18 23:35:15.014,-29.0,0.006,2.3404000000000003,34.06
1750307715.028126,2025-06-18 23:35:15.028,-3.0,0.006,2.418,32.64
1750307715.0423691,2025-06-18 23:35:15.042,24.0,0.009000000000000001,2.1906000000000003,34.0
1750307715.056208,2025-06-18 23:35:15.056,-4.0,0.006,2.2238,34.03
1750307715.07003,2025-06-18 23:35:15.070,11.5,0.008,2.3604000000000003,35.78
1750307715.083423,2025-06-18 23:35:15.083,-21.5,0.006,2.2716000000000003,33.28
1750307715.097562,2025-06-18 23:35:15.097,0.0,0.004,2.7456,35.46
1750307715.1114979,2025-06-18 23:35:15.111,22.5,0.0,2.3526000000000002,32.35
1750307715.125333,2025-06-18 23:35:15.125,41.0,0.002,2.6342000000000003,34.57
1750307715.139134,2025-06-18 23:35:15.139,-3.5,0.001,2.4122,36.11
1750307715.1526349,2025-06-18 23:35:15.152,-40.5,0.001,2.245,33.59
1750307715.164834,2025-06-18 23:35:15.164,7.5,0.009000000000000001,2.2582,34.39
1750307715.177212,2025-06-18 23:35:15.177,25.0,0.001,2.2808,34.480000000000004
1750307715.19105,2025-06-18 23:35:15.191,-16.5,0.007,2.2880000000000003,33.76
1750307715.204847,2025-06-18 23:35:15.204,-20.0,0.003,2.1348000000000003,36.46
1750307715.218579,2025-06-18 23:35:15.218,-15.0,0.003,2.4304,33.730000000000004
1750307715.230614,2025-06-18 23:35:15.230,1.5,0.009000000000000001,2.7872000000000003,33.37
1750307715.243778,2025-06-18 23:35:15.243,29.5,0.003,2.8344,35.56
1750307715.2575302,2025-06-18 23:35:15.257,-11.0,0.008,2.3118000000000003,35.660000000000004
1750307715.271384,2025-06-18 23:35:15.271,33.5,0.008,2.8156000000000003,34.09
1750307715.285141,2025-06-18 23:35:15.285,-20.5,0.005,2.2524,36.550000000000004
1750307715.297051,2025-06-18 23:35:15.297,49.5,0.004,2.2908,33.43
1750307715.3108742,2025-06-18 23:35:15.310,-16.0,0.007,2.271,33.57
1750307715.324707,2025-06-18 23:35:15.324,24.5,0.002,2.3184,34.25
1750307715.33791,2025-06-18 23:35:15.337,14.0,0.005,2.3698,34.02
1750307715.349212,2025-06-18 23:35:15.349,27.5,0.006,2.1588000000000003,33.8
1750307715.3616168,2025-06-18 23:35:15.361,15.5,0.003,2.7194000000000003,36.12
1750307715.3744168,2025-06-18 23:35:15.374,48.5,0.007,2.9554,33.29
1750307715.387454,2025-06-18 23:35:15.387,-26.5,0.001,2.9696000000000002,35.01
1750307715.3995001,2025-06-18 23:35:15.399,19.5,0.008,2.6478,36.04
1750307715.4121652,2025-06-18 23:35:15.412,9.5,0.002,2.8768000000000002,33.42
1750307715.4261818,2025-06-18 23:35:15.426,47.5,0.007,2.064,35.26
1750307715.439957,2025-06-18 23:35:15.439,-32.0,0.007,2.4972000000000003,33.89
1750307715.453727,2025-06-18 23:35:15.453,41.0,0.005,2.5592,33.59
1750307715.467513,2025-06-18 23:35:15.467,19.5,0.002,2.23,34.68
1750307715.4803572,2025-06-18 23:35:15.480,18.5,0.004,2.6488,34.95
1750307715.494164,2025-06-18 23:35:15.494,49.0,0.009000000000000001,2.5276,34.97
1750307715.5065112,2025-06-18 23:35:15.506,8.5,0.007,2.189,36.76
1750307715.5191748,2025-06-18 23:35:15.519,15.0,0.0,2.8902,36.94
1750307715.532405,2025-06-18 23:35:15.532,19.5,0.008,2.9218,33.88
1750307715.545794,2025-06-18 23:35:15.545,-33.5,0.005,2.826,37.1
1750307715.559572,2025-06-18 23:35:15.559,-20.5,0.0,2.3714,33.8
1750307715.573367,2025-06-18 23:35:15.573,-39.0,0.005,2.2382,34.83
1750307715.587136,2025-06-18 23:35:15.587,-1.0,0.009000000000000001,2.1454,36.94
1750307715.600922,2025-06-18 23:35:15.600,-22.0,0.004,2.811,33.75
1750307715.612458,2025-06-18 23:35:15.612,-16.0,0.006,2.108,34.94
1750307715.626354,2025-06-18 23:35:15.626,-41.5,0.009000000000000001,2.5166,34.0
1750307715.640168,2025-06-18 23:35:15.640,29.0,0.008,2.2126,34.81
1750307715.652459,2025-06-18 23:35:15.652,40.5,0.008,2.391,33.63
1750307715.6648278,2025-06-18 23:35:15.664,9.0,0.006,2.6554,37.08
1750307715.678679,2025-06-18 23:35:15.678,0.5,0.006,2.2394000000000003,34.17
1750307715.691045,2025-06-18 23:35:15.691,19.5,0.008,2.044,36.97
1750307715.704826,2025-06-18 23:35:15.704,38.5,0.0,2.2726,35.19
1750307715.718623,2025-06-18 23:35:15.718,-49.0,0.0,2.8426,36.82
1750307715.7324789,2025-06-18 23:35:15.732,-17.0,0.004,2.0152,35.68
1750307715.746315,2025-06-18 23:35:15.746,42.5,0.007,2.138,37.43
1750307715.760129,2025-06-18 23:35:15.760,-35.0,0.007,2.19,35.81
1750307715.773831,2025-06-18 23:35:15.773,-15.5,0.002,2.7152000000000003,37.02
1750307715.7878919,2025-06-18 23:35:15.787,22.5,0.009000000000000001,2.7426,34.9
1750307715.800288,2025-06-18 23:35:15.800,-12.5,0.006,2.9326000000000003,37.62
1750307715.812533,2025-06-18 23:35:15.812,-11.5,0.003,2.831,35.32
1750307715.82552,2025-06-18 23:35:15.825,0.5,0.002,2.8792,36.49
1750307715.838021,2025-06-18 23:35:15.838,12.0,0.006,2.5432,35.42
1750307715.8511202,2025-06-18 23:35:15.851,17.5,0.005,2.6502000000000003,35.300000000000004
1750307715.863243,2025-06-18 23:35:15.863,17.5,0.007,2.975,35.84
1750307715.8769228,2025-06-18 23:35:15.876,-17.5,0.004,2.4916,36.13
1750307715.89059,2025-06-18 23:35:15.890,-34.0,0.003,2.508,37.07
1750307715.904387,2025-06-18 23:35:15.904,29.5,0.005,2.2532,35.57
1750307715.91818,2025-06-18 23:35:15.918,12.0,0.006,2.0936,35.37
1750307715.9306319,2025-06-18 23:35:15.930,-9.5,0.007,2.7378,36.230000000000004
1750307715.944437,2025-06-18 23:35:15.944,1.0,0.008,2.4324,37.62
1750307715.9616902,2025-06-18 23:35:15.961,48.0,0.002,2.1100000000000003,35.61
1750307715.975478,2025-06-18 23:35:15.975,1.5,0.006,2.1038,34.07
1750307715.986801,2025-06-18 23:35:15.986,43.0,0.009000000000000001,2.8718000000000004,36.300000000000004
1750307715.9988039,2025-06-18 23:35:15.998,0.0,0.0,2.6024000000000003,34.31
1750307716.012464,2025-06-18 23:35:16.012,-22.0,0.0,2.5388,36.44
1750307716.0262442,2025-06-18 23:35:16.026,-16.0,0.0,2.9016,36.78
1750307716.040084,2025-06-18 23:35:16.040,48.5,0.009000000000000001,2.718,37.33
1750307716.053948,2025-06-18 23:35:16.053,-2.0,0.003,2.0806,34.39
1750307716.0677571,2025-06-18 23:35:16.067,-17.5,0.008,2.0156,34.67
1750307716.0813,2025-06-18 23:35:16.081,22.0,0.009000000000000001,2.8244000000000002,36.72
1750307716.0987048,2025-06-18 23:35:16.098,23.0,0.004,2.7076000000000002,35.34
1750307716.1142662,2025-06-18 23:35:16.114,44.0,0.003,2.5868,35.61
1750307716.1282828,2025-06-18 23:35:16.128,-18.5,0.0,2.1548000000000003,34.47
1750307716.143209,2025-06-18 23:35:16.143,48.5,0.004,2.6626000000000003,37.65
1750307716.157471,2025-06-18 23:35:16.157,-2.5,0.0,2.6442,35.62
1750307716.1696472,2025-06-18 23:35:16.169,-18.0,0.004,2.2772,34.980000000000004
1750307716.182684,2025-06-18 23:35:16.182,34.5,0.0,2.4090000000000003,35.24
1750307716.1968472,2025-06-18 23:35:16.196,22.0,0.002,2.7458,36.12
1750307716.21103,2025-06-18 23:35:16.211,14.5,0.003,2.8918,37.31
1750307716.2251341,2025-06-18 23:35:16.225,35.0,0.009000000000000001,2.391,36.57
1750307716.238504,2025-06-18 23:35:16.238,-31.0,0.0,2.0086,36.37
1750307716.2524002,2025-06-18 23:35:16.252,-49.0,0.005,2.5616000000000003,35.08
1750307716.264321,2025-06-18 23:35:16.264,-19.0,0.0,2.946,37.67
1750307716.27751,2025-06-18 23:35:16.277,20.0,0.002,2.4438,34.95
1750307716.291456,2025-06-18 23:35:16.291,-7.0,0.003,2.0776,35.39
1750307716.3051379,2025-06-18 23:35:16.305,-28.5,0.005,2.3716,37.06
1750307716.318963,2025-06-18 23:35:16.318,35.5,0.004,2.3698,37.300000000000004
1750307716.331053,2025-06-18 23:35:16.331,31.5,0.007,2.8262,37.6
1750307716.344875,2025-06-18 23:35:16.344,-25.5,0.007,2.938,36.39
1750307716.358699,2025-06-18 23:35:16.358,-11.5,0.006,2.4102,35.15
1750307716.3711889,2025-06-18 23:35:16.371,23.5,0.006,2.2322,35.56
1750307716.3850281,2025-06-18 23:35:16.385,-32.0,0.002,2.5304,35.410000000000004
1750307716.3974452,2025-06-18 23:35:16.397,5.5,0.003,2.4716,37.9
1750307716.411268,2025-06-18 23:35:16.411,-36.5,0.002,2.677,35.34
1750307716.42506,2025-06-18 23:35:16.425,5.0,0.001,2.52,38.77
1750307716.437349,2025-06-18 23:35:16.437,-45.5,0.005,2.4764,37.86
1750307716.450388,2025-06-18 23:35:16.450,6.0,0.002,2.4862,37.49
1750307716.4624488,2025-06-18 23:35:16.462,-17.5,0.005,2.3172,37.43
1750307716.47526,2025-06-18 23:35:16.475,-23.0,0.009000000000000001,2.6038,35.57
1750307716.487231,2025-06-18 23:35:16.487,45.5,0.005,2.0406,36.87
1750307716.500383,2025-06-18 23:35:16.500,-25.0,0.005,2.9418,36.54
1750307716.514194,2025-06-18 23:35:16.514,-10.5,0.001,2.2348,36.17
1750307716.528018,2025-06-18 23:35:16.528,-41.5,0.0,2.3032,37.95
1750307716.5480142,2025-06-18 23:35:16.548,-12.5,0.009000000000000001,2.8614,37.13
1750307716.5621178,2025-06-18 23:35:16.562,25.5,0.001,2.4094,37.77
1750307716.575872,2025-06-18 23:35:16.575,11.5,0.0,2.0524,36.68
1750307716.5896661,2025-06-18 23:35:16.589,11.5,0.004,2.7030000000000003,37.17
1750307716.6035478,2025-06-18 23:35:16.603,49.5,0.009000000000000001,2.9084000000000003,38.1
1750307716.617573,2025-06-18 23:35:16.617,23.0,0.004,2.8502,37.38
1750307716.630404,2025-06-18 23:35:16.630,3.5,0.006,2.5606,38.230000000000004
1750307716.6445482,2025-06-18 23:35:16.644,-28.5,0.008,2.6958,37.44
1750307716.656254,2025-06-18 23:35:16.656,-26.5,0.003,2.6716,36.550000000000004
1750307716.670269,2025-06-18 23:35:16.670,-39.0,0.009000000000000001,2.3596,36.68
1750307716.68191,2025-06-18 23:35:16.681,-35.5,0.007,2.9426,37.88
1750307716.695023,2025-06-18 23:35:16.695,-18.0,0.001,2.0656,35.45
1750307716.707798,2025-06-18 23:35:16.707,-9.0,0.007,2.6838,35.72
1750307716.721241,2025-06-18 23:35:16.721,22.5,0.008,2.6652,35.56
1750307716.7352672,2025-06-18 23:35:16.735,-18.0,0.005,2.9184,37.03
1750307716.748996,2025-06-18 23:35:16.748,36.5,0.003,2.2836000000000003,36.71
1750307716.764564,2025-06-18 23:35:16.764,-4.0,0.002,2.3592,38.02
1750307716.7781,2025-06-18 23:35:16.778,32.5,0.0,2.0786000000000002,35.69
1750307716.79218,2025-06-18 23:35:16.792,-47.0,0.008,2.2246,38.72
1750307716.803992,2025-06-18 23:35:16.803,-25.5,0.001,2.6702,37.15
1750307716.81633,2025-06-18 23:35:16.816,12.5,0.001,2.765,35.910000000000004
1750307716.831588,2025-06-18 23:35:16.831,-1.0,0.004,2.2696,36.2
1750307716.847167,2025-06-18 23:35:16.847,-29.0,0.002,2.0188,36.88
1750307716.859703,2025-06-18 23:35:16.859,6.0,0.008,2.7092,35.77
1750307716.874184,2025-06-18 23:35:16.874,8.0,0.003,2.4006000000000003,39.28
1750307716.886972,2025-06-18 23:35:16.886,38.0,0.004,2.0878,37.95
1750307716.900457,2025-06-18 23:35:16.900,49.5,0.003,2.4668,38.07
1750307716.914031,2025-06-18 23:35:16.914,14.0,0.004,2.8192,37.42
1750307716.926713,2025-06-18 23:35:16.926,14.0,0.001,2.3546,39.24
1750307716.940691,2025-06-18 23:35:16.940,-26.5,0.006,2.8840000000000003,36.44
1750307716.953781,2025-06-18 23:35:16.953,14.0,0.001,2.3512,39.01
1750307716.973612,2025-06-18 23:35:16.973,43.5,0.007,2.3222,38.59
1750307716.987496,2025-06-18 23:35:16.987,-6.5,0.0,2.2138,36.61
1750307717.000514,2025-06-18 23:35:17.000,49.0,0.007,2.3964000000000003,39.89
1750307717.0132961,2025-06-18 23:35:17.013,-21.5,0.002,2.7190000000000003,38.32
1750307717.025752,2025-06-18 23:35:17.025,-45.5,0.004,2.025,38.26
1750307717.038208,2025-06-18 23:35:17.038,20.5,0.006,2.0654,36.38
1750307717.052858,2025-06-18 23:35:17.052,9.0,0.007,2.0836,37.01
1750307717.066731,2025-06-18 23:35:17.066,-7.0,0.006,2.3118000000000003,36.26
1750307717.080556,2025-06-18 23:35:17.080,31.0,0.002,2.1158,36.76
1750307717.0944178,2025-06-18 23:35:17.094,-22.5,0.001,2.6648,36.93
1750307717.1085272,2025-06-18 23:35:17.108,21.0,0.003,2.4436,39.34
1750307717.1223528,2025-06-18 23:35:17.122,42.5,0.003,2.7896,38.75
1750307717.1357892,2025-06-18 23:35:17.135,35.5,0.008,2.7800000000000002,39.71
1750307717.148028,2025-06-18 23:35:17.148,-40.5,0.004,2.12,39.15
1750307717.161899,2025-06-18 23:35:17.161,-43.0,0.0,2.1548000000000003,37.980000000000004
1750307717.175731,2025-06-18 23:35:17.175,9.0,0.009000000000000001,2.7512000000000003,36.75
1750307717.188282,2025-06-18 23:35:17.188,42.0,0.004,2.1254,39.95
1750307717.202729,2025-06-18 23:35:17.202,-34.0,0.003,2.0254000000000003,37.88
1750307717.215586,2025-06-18 23:35:17.215,-10.0,0.001,2.9000000000000004,38.67
1750307717.229194,2025-06-18 23:35:17.229,10.0,0.004,2.4322,38.82
1750307717.243047,2025-06-18 23:35:17.243,40.0,0.004,2.5076,37.33
1750307717.2569091,2025-06-18 23:35:17.256,-5.5,0.0,2.6892,36.72
1750307717.2708192,2025-06-18 23:35:17.270,3.5,0.001,2.7920000000000003,38.69
1750307717.28469,2025-06-18 23:35:17.284,8.0,0.004,2.5754,36.910000000000004
1750307717.297027,2025-06-18 23:35:17.297,30.5,0.003,2.5892,38.550000000000004
1750307717.310841,2025-06-18 23:35:17.310,12.5,0.005,2.1648,39.910000000000004
1750307717.324888,2025-06-18 23:35:17.324,-25.5,0.007,2.2764,40.18
1750307717.3387158,2025-06-18 23:35:17.338,11.0,0.001,2.0362,36.78
1750307717.351017,2025-06-18 23:35:17.351,-28.5,0.005,2.5206,39.06
1750307717.362468,2025-06-18 23:35:17.362,18.0,0.005,2.1292,40.13
1750307717.3762739,2025-06-18 23:35:17.376,-34.0,0.005,2.5346,37.36
1750307717.390115,2025-06-18 23:35:17.390,33.0,0.0,2.9112,39.74
1750307717.4039512,2025-06-18 23:35:17.403,-2.0,0.008,2.8256,38.95
1750307717.41776,2025-06-18 23:35:17.417,21.0,0.003,2.6744000000000003,37.660000000000004
1750307717.4291258,2025-06-18 23:35:17.429,2.5,0.004,2.9984,39.01
1750307717.4429429,2025-06-18 23:35:17.442,-6.0,0.003,2.5168,37.36
1750307717.456745,2025-06-18 23:35:17.456,5.5,0.001,2.499,37.93
1750307717.4705548,2025-06-18 23:35:17.470,-13.5,0.005,2.7036000000000002,38.14
1750307717.484339,2025-06-18 23:35:17.484,-6.0,0.009000000000000001,2.5382000000000002,40.61
1750307717.495826,2025-06-18 23:35:17.495,-19.5,0.006,2.0506,37.7
1750307717.509652,2025-06-18 23:35:17.509,33.0,0.001,2.7622,40.72
1750307717.523474,2025-06-18 23:35:17.523,-37.5,0.0,2.4662,37.97
1750307717.537305,2025-06-18 23:35:17.537,-22.5,0.007,2.242,40.46
1750307717.551105,2025-06-18 23:35:17.551,-27.5,0.003,2.309,37.4
1750307717.563534,2025-06-18 23:35:17.563,-40.0,0.004,2.7822,39.06
1750307717.575229,2025-06-18 23:35:17.575,14.0,0.002,2.5604,39.75
1750307717.58904,2025-06-18 23:35:17.589,-8.5,0.009000000000000001,2.281,38.31
1750307717.602815,2025-06-18 23:35:17.602,2.0,0.002,2.4348,38.87
1750307717.6141849,2025-06-18 23:35:17.614,26.5,0.007,2.9082000000000003,40.84
1750307717.626859,2025-06-18 23:35:17.626,-43.5,0.007,2.5934,37.34
1750307717.640668,2025-06-18 23:35:17.640,-13.0,0.006,2.9706,38.28
1750307717.6544662,2025-06-18 23:35:17.654,-41.0,0.003,2.2852,39.69
1750307717.666999,2025-06-18 23:35:17.666,33.5,0.005,2.4292000000000002,40.730000000000004
1750307717.679159,2025-06-18 23:35:17.679,46.0,0.002,2.95,40.28
1750307717.692954,2025-06-18 23:35:17.692,-1.5,0.003,2.795,39.06
1750307717.706053,2025-06-18 23:35:17.706,-10.0,0.002,2.2842000000000002,40.62
1750307717.7199202,2025-06-18 23:35:17.719,40.0,0.004,2.5100000000000002,37.71
1750307717.731585,2025-06-18 23:35:17.731,33.0,0.009000000000000001,2.5356,38.45
1750307717.74545,2025-06-18 23:35:17.745,-39.0,0.003,2.5,40.08
1750307717.757868,2025-06-18 23:35:17.757,-3.0,0.007,2.1858,39.04
1750307717.771631,2025-06-18 23:35:17.771,29.5,0.006,2.745,38.92
1750307717.785438,2025-06-18 23:35:17.785,46.0,0.001,2.341,39.300000000000004
1750307717.797209,2025-06-18 23:35:17.797,35.0,0.002,2.3182,38.800000000000004
