timestamp,datetime,dynamics.fl_pushrod_stress,dynamics.fl_spring_displace,dynamics.fl_strain_gauge_v,dynamics.flw_speed
1750307530.37048,2025-06-18 23:32:10.370,-27.5,0.003,2.7350000000000003,31.98
1750307530.39692,2025-06-18 23:32:10.396,31.0,0.003,2.0794,35.54
1750307530.4107468,2025-06-18 23:32:10.410,9.0,0.001,2.7554000000000003,31.91
1750307530.424566,2025-06-18 23:32:10.424,-17.5,0.001,2.9290000000000003,34.42
1750307530.4383202,2025-06-18 23:32:10.438,-15.5,0.004,2.9850000000000003,31.92
1750307530.4521081,2025-06-18 23:32:10.452,-11.0,0.004,2.9458,35.1
1750307530.4659252,2025-06-18 23:32:10.465,-30.5,0.005,2.6376,31.86
1750307530.4783292,2025-06-18 23:32:10.478,32.5,0.004,2.0672,32.37
1750307530.504169,2025-06-18 23:32:10.504,10.0,0.008,2.7204,33.55
1750307530.5180101,2025-06-18 23:32:10.518,34.0,0.003,2.1682,35.03
1750307530.5318358,2025-06-18 23:32:10.531,21.0,0.009000000000000001,2.3044000000000002,32.53
1750307530.543919,2025-06-18 23:32:10.543,29.5,0.009000000000000001,2.0536000000000003,33.15
1750307530.557719,2025-06-18 23:32:10.557,-41.5,0.001,2.7772,32.24
1750307530.570163,2025-06-18 23:32:10.570,-39.0,0.001,2.0542000000000002,33.64
1750307530.58267,2025-06-18 23:32:10.582,24.5,0.007,2.5494000000000003,35.49
1750307530.596443,2025-06-18 23:32:10.596,32.5,0.005,2.0084,33.65
1750307530.613138,2025-06-18 23:32:10.613,45.0,0.007,2.4566000000000003,35.21
1750307530.6269739,2025-06-18 23:32:10.626,-16.5,0.0,2.1756,34.05
1750307530.640825,2025-06-18 23:32:10.640,-26.0,0.006,2.8782,33.26
1750307530.654617,2025-06-18 23:32:10.654,0.0,0.008,2.0244,35.95
1750307530.668401,2025-06-18 23:32:10.668,15.0,0.002,2.0502000000000002,32.44
1750307530.6802719,2025-06-18 23:32:10.680,-31.0,0.003,2.4192,33.57
1750307530.694122,2025-06-18 23:32:10.694,-33.0,0.0,2.2348,34.35
1750307530.741546,2025-06-18 23:32:10.741,3.5,0.007,2.6954000000000002,32.84
1750307530.7553961,2025-06-18 23:32:10.755,-26.0,0.003,2.2702,33.1
1750307530.769286,2025-06-18 23:32:10.769,-19.5,0.006,2.4274,35.32
1750307530.783093,2025-06-18 23:32:10.783,22.0,0.005,2.1926,33.43
1750307530.796968,2025-06-18 23:32:10.796,-11.5,0.002,2.5682,33.69
1750307530.810842,2025-06-18 23:32:10.810,-46.0,0.008,2.2846,34.02
1750307530.837256,2025-06-18 23:32:10.837,46.5,0.006,2.1798,32.63
1750307530.851069,2025-06-18 23:32:10.851,-36.0,0.003,2.8186,32.71
1750307530.864833,2025-06-18 23:32:10.864,-8.0,0.0,2.3958,33.32
1750307530.878572,2025-06-18 23:32:10.878,-6.0,0.008,2.126,35.76
1750307530.891757,2025-06-18 23:32:10.891,27.0,0.002,2.923,32.81
1750307530.9055638,2025-06-18 23:32:10.905,23.0,0.009000000000000001,2.9842,32.84
1750307530.9169421,2025-06-18 23:32:10.916,-2.5,0.007,2.1986,32.81
1750307530.930725,2025-06-18 23:32:10.930,-22.0,0.003,2.799,34.4
1750307531.0073888,2025-06-18 23:32:11.007,-14.5,0.001,2.6216,33.83
1750307531.021198,2025-06-18 23:32:11.021,13.0,0.009000000000000001,2.1676,35.81
1750307531.0350232,2025-06-18 23:32:11.035,5.0,0.004,2.1152,33.35
1750307531.046897,2025-06-18 23:32:11.046,3.0,0.007,2.2782,34.86
1750307531.059982,2025-06-18 23:32:11.059,-24.0,0.005,2.8516000000000004,35.480000000000004
1750307531.073689,2025-06-18 23:32:11.073,-41.0,0.0,2.1556,35.1
1750307531.0863411,2025-06-18 23:32:11.086,34.0,0.003,2.0954,33.24
1750307531.0978858,2025-06-18 23:32:11.097,-34.5,0.004,2.1506000000000003,33.87
1750307531.1093912,2025-06-18 23:32:11.109,-40.0,0.002,2.8000000000000003,35.18
1750307531.121732,2025-06-18 23:32:11.121,37.5,0.008,2.597,33.660000000000004
1750307531.135541,2025-06-18 23:32:11.135,18.0,0.004,2.1002,33.52
1750307531.149366,2025-06-18 23:32:11.149,35.5,0.003,2.9464,35.160000000000004
1750307531.163149,2025-06-18 23:32:11.163,-3.0,0.002,2.1348000000000003,33.37
1750307531.176082,2025-06-18 23:32:11.176,-42.5,0.006,2.5050000000000003,35.7
1750307531.189885,2025-06-18 23:32:11.189,48.0,0.002,2.2212,34.18
1750307531.203715,2025-06-18 23:32:11.203,-10.5,0.007,2.2088,34.28
1750307531.242636,2025-06-18 23:32:11.242,-29.5,0.002,2.9408000000000003,34.62
1750307531.25525,2025-06-18 23:32:11.255,43.5,0.006,2.0512,36.18
1750307531.2690759,2025-06-18 23:32:11.269,41.0,0.004,2.7336,34.410000000000004
1750307531.2828329,2025-06-18 23:32:11.282,37.5,0.002,2.8738,33.55
1750307531.296601,2025-06-18 23:32:11.296,0.0,0.003,2.1778,34.38
1750307531.309367,2025-06-18 23:32:11.309,41.0,0.007,2.944,36.230000000000004
1750307531.323128,2025-06-18 23:32:11.323,22.5,0.005,2.3066,36.21
1750307531.336952,2025-06-18 23:32:11.336,-31.0,0.009000000000000001,2.2464,35.84
1750307531.350719,2025-06-18 23:32:11.350,-13.0,0.006,2.974,37.43
1750307531.3645241,2025-06-18 23:32:11.364,-32.5,0.003,2.2402,34.74
1750307531.3768399,2025-06-18 23:32:11.376,-43.5,0.006,2.7656,34.89
1750307531.390626,2025-06-18 23:32:11.390,-31.5,0.005,2.1184000000000003,35.28
1750307531.4044192,2025-06-18 23:32:11.404,33.5,0.007,2.6192,37.02
1750307531.430636,2025-06-18 23:32:11.430,-19.0,0.004,2.031,36.38
1750307531.481278,2025-06-18 23:32:11.481,-36.0,0.004,2.8840000000000003,34.26
1750307531.495042,2025-06-18 23:32:11.495,17.0,0.003,2.0994,36.43
1750307531.508781,2025-06-18 23:32:11.508,37.0,0.003,2.9414000000000002,34.22
1750307531.521738,2025-06-18 23:32:11.521,-41.0,0.004,2.928,34.33
1750307531.548172,2025-06-18 23:32:11.548,1.0,0.007,2.6246,36.550000000000004
1750307531.561964,2025-06-18 23:32:11.561,35.5,0.002,2.581,37.46
1750307531.574944,2025-06-18 23:32:11.574,29.5,0.002,2.9378,33.94
1750307531.587592,2025-06-18 23:32:11.587,-7.0,0.006,2.8086,35.4
1750307531.601377,2025-06-18 23:32:11.601,-4.0,0.006,2.3452,37.800000000000004
1750307531.615205,2025-06-18 23:32:11.615,0.0,0.005,2.8596,36.94
1750307531.629026,2025-06-18 23:32:11.629,45.5,0.006,2.0462000000000002,35.02
1750307531.641783,2025-06-18 23:32:11.641,-27.0,0.001,2.9522,36.53
1750307531.705129,2025-06-18 23:32:11.705,-43.5,0.007,2.7064,37.83
1750307531.718993,2025-06-18 23:32:11.718,-31.0,0.003,2.8806000000000003,36.1
1750307531.732768,2025-06-18 23:32:11.732,48.5,0.001,2.8362000000000003,36.15
1750307531.746579,2025-06-18 23:32:11.746,45.5,0.008,2.8818,35.5
1750307531.7581959,2025-06-18 23:32:11.758,46.5,0.002,2.9934000000000003,35.09
1750307531.770688,2025-06-18 23:32:11.770,5.0,0.002,2.7828,37.550000000000004
1750307531.784506,2025-06-18 23:32:11.784,-33.0,0.005,2.0344,37.81
1750307531.821656,2025-06-18 23:32:11.821,-7.0,0.003,2.0918,36.14
1750307531.835456,2025-06-18 23:32:11.835,-39.5,0.005,2.0940000000000003,38.37
1750307531.849239,2025-06-18 23:32:11.849,-5.5,0.007,2.0458000000000003,37.17
1750307531.862986,2025-06-18 23:32:11.862,43.5,0.0,2.7468000000000004,37.07
1750307531.87496,2025-06-18 23:32:11.874,-20.0,0.002,2.7958000000000003,36.26
1750307531.887475,2025-06-18 23:32:11.887,45.0,0.005,2.7006,35.050000000000004
1750307531.8999429,2025-06-18 23:32:11.899,-17.0,0.002,2.7864,37.32
1750307531.9137542,2025-06-18 23:32:11.913,45.0,0.004,2.5862000000000003,36.9
1750307531.9383621,2025-06-18 23:32:11.938,30.0,0.0,2.1652,38.13
1750307531.9522848,2025-06-18 23:32:11.952,-22.5,0.004,2.165,36.43
1750307531.966149,2025-06-18 23:32:11.966,-37.0,0.004,2.3598,34.84
1750307531.978528,2025-06-18 23:32:11.978,18.0,0.007,2.3066,37.52
1750307531.9914792,2025-06-18 23:32:11.991,-20.5,0.006,2.9774000000000003,37.2
1750307532.003909,2025-06-18 23:32:12.003,-2.5,0.007,2.5624000000000002,35.74
1750307532.017705,2025-06-18 23:32:12.017,-48.0,0.007,2.7692,37.32
1750307532.0315242,2025-06-18 23:32:12.031,45.5,0.007,2.0922,36.21
1750307532.05664,2025-06-18 23:32:12.056,38.0,0.003,2.1528,35.54
1750307532.070427,2025-06-18 23:32:12.070,43.0,0.006,2.974,35.28
1750307532.084209,2025-06-18 23:32:12.084,27.0,0.003,2.4408000000000003,35.62
1750307532.0980082,2025-06-18 23:32:12.098,2.0,0.007,2.019,36.08
1750307532.111777,2025-06-18 23:32:12.111,0.0,0.008,2.9498,37.480000000000004
1750307532.124819,2025-06-18 23:32:12.124,0.5,0.009000000000000001,2.8414,37.910000000000004
1750307532.138658,2025-06-18 23:32:12.138,-18.5,0.003,2.903,38.300000000000004
1750307532.152479,2025-06-18 23:32:12.152,-10.5,0.002,2.5774,37.51
1750307532.191592,2025-06-18 23:32:12.191,-22.0,0.009000000000000001,2.8858,36.980000000000004
1750307532.205568,2025-06-18 23:32:12.205,-43.0,0.0,2.8572,37.29
1750307532.219411,2025-06-18 23:32:12.219,-36.5,0.008,2.9770000000000003,38.33
1750307532.232525,2025-06-18 23:32:12.232,30.0,0.009000000000000001,2.9156,38.83
1750307532.245474,2025-06-18 23:32:12.245,-43.5,0.004,2.7526,36.230000000000004
1750307532.258276,2025-06-18 23:32:12.258,47.5,0.006,2.4204000000000003,38.38
1750307532.272044,2025-06-18 23:32:12.272,-42.0,0.004,2.2216,36.08
1750307532.285815,2025-06-18 23:32:12.285,-44.5,0.002,2.6876,38.29
1750307532.299874,2025-06-18 23:32:12.299,-9.5,0.009000000000000001,2.8342,36.63
1750307532.31367,2025-06-18 23:32:12.313,26.0,0.007,2.4678,35.45
1750307532.32624,2025-06-18 23:32:12.326,-29.5,0.008,2.2136,39.24
1750307532.3387818,2025-06-18 23:32:12.338,11.0,0.001,2.2952,36.45
1750307532.352329,2025-06-18 23:32:12.352,27.5,0.005,2.839,37.56
1750307532.366166,2025-06-18 23:32:12.366,37.5,0.007,2.7132,38.63
1750307532.37922,2025-06-18 23:32:12.379,4.5,0.001,2.5504000000000002,36.84
1750307532.393025,2025-06-18 23:32:12.393,-26.5,0.002,2.4948,38.89
1750307532.406825,2025-06-18 23:32:12.406,45.0,0.0,2.6804,38.56
1750307532.420685,2025-06-18 23:32:12.420,4.0,0.009000000000000001,2.1818,36.56
1750307532.433873,2025-06-18 23:32:12.433,-20.5,0.006,2.8504,37.57
1750307532.447734,2025-06-18 23:32:12.447,-36.5,0.004,2.4406000000000003,36.980000000000004
1750307532.461596,2025-06-18 23:32:12.461,-37.5,0.008,2.4726,39.39
1750307532.474869,2025-06-18 23:32:12.474,-26.5,0.004,2.0540000000000003,35.61
1750307532.487335,2025-06-18 23:32:12.487,27.5,0.0,2.9704,36.65
1750307532.501121,2025-06-18 23:32:12.501,38.0,0.007,2.7808,39.36
1750307532.5651588,2025-06-18 23:32:12.565,-3.0,0.009000000000000001,2.967,38.53
1750307532.578998,2025-06-18 23:32:12.578,41.0,0.001,2.2744,37.32
1750307532.592478,2025-06-18 23:32:12.592,-12.5,0.0,2.3794,36.27
1750307532.606315,2025-06-18 23:32:12.606,46.5,0.003,2.0484,36.83
1750307532.626091,2025-06-18 23:32:12.626,41.0,0.007,2.043,39.15
1750307532.6525178,2025-06-18 23:32:12.652,-27.0,0.003,2.2252,39.25
1750307532.666332,2025-06-18 23:32:12.666,23.0,0.007,2.1912000000000003,39.22
1750307532.680141,2025-06-18 23:32:12.680,-34.5,0.008,2.0804,37.800000000000004
1750307532.693975,2025-06-18 23:32:12.693,-43.0,0.002,2.5966,39.96
1750307532.7078779,2025-06-18 23:32:12.707,48.5,0.002,2.6430000000000002,38.13
1750307532.721709,2025-06-18 23:32:12.721,-27.5,0.008,2.7186000000000003,38.52
1750307532.7342021,2025-06-18 23:32:12.734,40.0,0.002,2.6628000000000003,39.87
1750307532.746562,2025-06-18 23:32:12.746,-33.5,0.003,2.9294000000000002,37.12
1750307532.758209,2025-06-18 23:32:12.758,13.0,0.002,2.887,36.85
1750307532.781287,2025-06-18 23:32:12.781,-43.5,0.009000000000000001,2.4462,36.89
1750307532.795137,2025-06-18 23:32:12.795,16.5,0.008,2.7994000000000003,37.47
1750307532.8091211,2025-06-18 23:32:12.809,35.0,0.002,2.156,39.82
1750307532.821829,2025-06-18 23:32:12.821,5.5,0.009000000000000001,2.7884,38.57
1750307532.835653,2025-06-18 23:32:12.835,-32.5,0.002,2.6596,37.160000000000004
1750307532.8494148,2025-06-18 23:32:12.849,-22.5,0.001,2.8682000000000003,38.17
1750307532.861946,2025-06-18 23:32:12.861,-6.0,0.003,2.8966000000000003,37.76
1750307532.874818,2025-06-18 23:32:12.874,-32.0,0.004,2.0088,37.56
1750307532.8886,2025-06-18 23:32:12.888,8.5,0.002,2.6574,38.46
1750307532.902442,2025-06-18 23:32:12.902,1.5,0.006,2.6026000000000002,36.6
1750307532.916236,2025-06-18 23:32:12.916,48.0,0.0,2.4624,38.88
1750307532.929419,2025-06-18 23:32:12.929,-25.5,0.004,2.2788,37.83
1750307532.942771,2025-06-18 23:32:12.942,5.5,0.007,2.5256000000000003,39.19
1750307532.9558551,2025-06-18 23:32:12.955,36.5,0.007,2.0220000000000002,39.34
1750307532.994514,2025-06-18 23:32:12.994,28.0,0.005,2.2218,39.9
1750307533.00831,2025-06-18 23:32:13.008,33.0,0.004,2.9194,38.53
1750307533.022102,2025-06-18 23:32:13.022,48.5,0.004,2.1556,36.62
1750307533.034501,2025-06-18 23:32:13.034,-1.0,0.008,2.5916,37.67
1750307533.0483031,2025-06-18 23:32:13.048,43.5,0.003,2.748,38.87
1750307533.06062,2025-06-18 23:32:13.060,-24.5,0.009000000000000001,2.8924000000000003,39.34
1750307533.074455,2025-06-18 23:32:13.074,-36.5,0.001,2.9254000000000002,39.11
1750307533.1114602,2025-06-18 23:32:13.111,32.0,0.003,2.8920000000000003,40.15
1750307533.123994,2025-06-18 23:32:13.123,37.0,0.008,2.5018000000000002,40.46
1750307533.137986,2025-06-18 23:32:13.137,-37.0,0.009000000000000001,2.7786,37.6
1750307533.150849,2025-06-18 23:32:13.150,-41.5,0.005,2.338,40.0
1750307533.1646779,2025-06-18 23:32:13.164,14.5,0.006,2.0158,38.09
1750307533.176065,2025-06-18 23:32:13.176,13.0,0.005,2.1226000000000003,39.71
1750307533.1885052,2025-06-18 23:32:13.188,37.0,0.009000000000000001,2.4056,37.09
1750307533.226105,2025-06-18 23:32:13.226,47.0,0.006,2.0524,40.31
1750307533.239918,2025-06-18 23:32:13.239,-13.0,0.001,2.3014,39.42
1750307533.2538009,2025-06-18 23:32:13.253,42.5,0.005,2.5732,39.65
1750307533.2676039,2025-06-18 23:32:13.267,8.5,0.005,2.5054000000000003,37.59
1750307533.280575,2025-06-18 23:32:13.280,-8.5,0.008,2.7178,40.18
1750307533.294407,2025-06-18 23:32:13.294,6.5,0.008,2.9048000000000003,40.480000000000004
1750307533.306946,2025-06-18 23:32:13.306,-17.0,0.006,2.0508,40.37
1750307533.320749,2025-06-18 23:32:13.320,14.5,0.003,2.6894,38.54
1750307533.3345878,2025-06-18 23:32:13.334,-23.0,0.002,2.3236000000000003,37.5
1750307533.348415,2025-06-18 23:32:13.348,-15.0,0.002,2.9784,39.34
1750307533.36093,2025-06-18 23:32:13.360,14.0,0.003,2.4336,39.980000000000004
1750307533.373448,2025-06-18 23:32:13.373,18.0,0.007,2.9814000000000003,40.37
1750307533.385938,2025-06-18 23:32:13.385,-29.5,0.001,2.8696,37.39
1750307533.3997471,2025-06-18 23:32:13.399,-15.0,0.006,2.14,40.27
1750307533.413553,2025-06-18 23:32:13.413,10.0,0.007,2.7746,38.51
1750307533.4260979,2025-06-18 23:32:13.426,24.0,0.0,2.5416000000000003,39.9
1750307533.500892,2025-06-18 23:32:13.500,-47.5,0.008,2.3894,39.22
1750307533.514721,2025-06-18 23:32:13.514,0.0,0.009000000000000001,2.5066,38.32
1750307533.52627,2025-06-18 23:32:13.526,-26.5,0.008,2.8494,38.27
1750307533.540095,2025-06-18 23:32:13.540,-21.5,0.0,2.809,40.94
1750307533.553906,2025-06-18 23:32:13.553,-33.0,0.007,2.0138000000000003,39.17
1750307533.567691,2025-06-18 23:32:13.567,35.5,0.004,2.8628,38.39
1750307533.581495,2025-06-18 23:32:13.581,-26.5,0.005,2.1054,38.19
1750307533.595361,2025-06-18 23:32:13.595,19.5,0.006,2.5428,39.910000000000004
1750307533.608199,2025-06-18 23:32:13.608,18.5,0.008,2.5568,37.95
1750307533.6206772,2025-06-18 23:32:13.620,11.5,0.001,2.863,40.39
1750307533.639765,2025-06-18 23:32:13.639,-32.5,0.002,2.1664000000000003,39.53
1750307533.65122,2025-06-18 23:32:13.651,19.5,0.008,2.1052,39.53
1750307533.664982,2025-06-18 23:32:13.664,-38.0,0.008,2.1546000000000003,38.800000000000004
1750307533.6787221,2025-06-18 23:32:13.678,-9.0,0.007,2.4314,39.1
1750307533.691589,2025-06-18 23:32:13.691,20.5,0.007,2.903,41.09
1750307533.7053518,2025-06-18 23:32:13.705,10.5,0.007,2.0296000000000003,40.08
1750307533.7191548,2025-06-18 23:32:13.719,31.5,0.005,2.1882,40.04
1750307533.732227,2025-06-18 23:32:13.732,43.0,0.007,2.7274000000000003,38.46
1750307533.746065,2025-06-18 23:32:13.746,-9.5,0.006,2.5420000000000003,39.980000000000004
1750307533.759895,2025-06-18 23:32:13.759,-21.0,0.008,2.137,41.77
1750307533.773671,2025-06-18 23:32:13.773,-44.5,0.004,2.9336,39.45
1750307533.78746,2025-06-18 23:32:13.787,-7.0,0.001,2.9314,38.83
1750307533.8012412,2025-06-18 23:32:13.801,48.5,0.001,2.0056000000000003,39.53
1750307533.814989,2025-06-18 23:32:13.814,-31.0,0.007,2.4994,38.74
1750307533.840626,2025-06-18 23:32:13.840,-39.0,0.009000000000000001,2.7030000000000003,41.39
1750307533.8545809,2025-06-18 23:32:13.854,13.5,0.007,2.8840000000000003,40.53
1750307533.8683898,2025-06-18 23:32:13.868,-38.5,0.0,2.0260000000000002,40.07
1750307533.882266,2025-06-18 23:32:13.882,34.0,0.006,2.923,38.19
1750307533.8961039,2025-06-18 23:32:13.896,-4.0,0.008,2.4442,41.35
1750307533.908258,2025-06-18 23:32:13.908,42.0,0.003,2.3606000000000003,41.18
1750307533.922135,2025-06-18 23:32:13.922,12.0,0.007,2.7334,39.25
1750307533.933741,2025-06-18 23:32:13.933,7.5,0.004,2.5776000000000003,41.42
1750307533.959527,2025-06-18 23:32:13.959,-45.0,0.006,2.2638000000000003,41.88
1750307533.973809,2025-06-18 23:32:13.973,21.5,0.0,2.6906000000000003,38.88
1750307533.9878762,2025-06-18 23:32:13.987,-3.0,0.004,2.5028,40.33
1750307534.0017211,2025-06-18 23:32:14.001,-41.5,0.0,2.5300000000000002,39.07
1750307534.01576,2025-06-18 23:32:14.015,7.0,0.005,2.8800000000000003,40.730000000000004
1750307534.029569,2025-06-18 23:32:14.029,30.0,0.006,2.2684,39.47
1750307534.0416121,2025-06-18 23:32:14.041,-45.0,0.006,2.3464,41.79
