timestamp,datetime,dynamics.fl_pushrod_stress,dynamics.fl_spring_displace,dynamics.fl_strain_gauge_v,dynamics.flw_speed
1750308056.85345,2025-06-18 23:40:56.853,0.0,0.0,0.0,33.32
1750308056.8659961,2025-06-18 23:40:56.865,0.0,0.0,0.0,30.67
1750308056.878166,2025-06-18 23:40:56.878,0.0,0.0,0.0,33.65
1750308056.8906398,2025-06-18 23:40:56.890,0.0,0.0,0.0,32.54
1750308056.9036229,2025-06-18 23:40:56.903,0.0,0.0,0.0,32.88
1750308056.917419,2025-06-18 23:40:56.917,0.0,0.0,0.0,33.47
1750308056.9302862,2025-06-18 23:40:56.930,0.0,0.0,0.0,31.68
1750308056.942742,2025-06-18 23:40:56.942,0.0,0.0,0.0,32.31
1750308056.956553,2025-06-18 23:40:56.956,0.0,0.0,0.0,34.04
1750308056.969022,2025-06-18 23:40:56.969,0.0,0.0,0.0,31.62
1750308056.9815092,2025-06-18 23:40:56.981,0.0,0.0,0.0,31.67
1750308056.9952571,2025-06-18 23:40:56.995,0.0,0.0,0.0,32.97
1750308057.0090508,2025-06-18 23:40:57.009,0.0,0.0,0.0,30.6
1750308057.022889,2025-06-18 23:40:57.022,0.0,0.0,0.0,33.910000000000004
1750308057.036695,2025-06-18 23:40:57.036,0.0,0.0,0.0,31.7
1750308057.0504792,2025-06-18 23:40:57.050,0.0,0.0,0.0,31.94
1750308057.064256,2025-06-18 23:40:57.064,0.0,0.0,0.0,33.230000000000004
1750308057.079308,2025-06-18 23:40:57.079,0.0,0.0,0.0,31.25
1750308057.0913122,2025-06-18 23:40:57.091,0.0,0.0,0.0,31.94
1750308057.105197,2025-06-18 23:40:57.105,0.0,0.0,0.0,33.660000000000004
1750308057.11818,2025-06-18 23:40:57.118,0.0,0.0,0.0,33.31
1750308057.131968,2025-06-18 23:40:57.131,0.0,0.0,0.0,34.61
1750308057.1436381,2025-06-18 23:40:57.143,0.0,0.0,0.0,34.78
1750308057.1574988,2025-06-18 23:40:57.157,0.0,0.0,0.0,33.26
1750308057.171307,2025-06-18 23:40:57.171,0.0,0.0,0.0,31.650000000000002
1750308057.185073,2025-06-18 23:40:57.185,0.0,0.0,0.0,34.51
1750308057.198835,2025-06-18 23:40:57.198,0.0,0.0,0.0,32.8
1750308057.212588,2025-06-18 23:40:57.212,0.0,0.0,0.0,30.95
1750308057.2264051,2025-06-18 23:40:57.226,0.0,0.0,0.0,34.69
1750308057.2390301,2025-06-18 23:40:57.239,0.0,0.0,0.0,33.02
1750308057.252861,2025-06-18 23:40:57.252,0.0,0.0,0.0,31.17
1750308057.266695,2025-06-18 23:40:57.266,0.0,0.0,0.0,31.830000000000002
1750308057.279339,2025-06-18 23:40:57.279,0.0,0.0,0.0,31.470000000000002
1750308057.2918358,2025-06-18 23:40:57.291,0.0,0.0,0.0,31.41
1750308057.305671,2025-06-18 23:40:57.305,0.0,0.0,0.0,34.65
1750308057.319496,2025-06-18 23:40:57.319,0.0,0.0,0.0,33.13
1750308057.333282,2025-06-18 23:40:57.333,0.0,0.0,0.0,33.45
1750308057.34704,2025-06-18 23:40:57.347,0.0,0.0,0.0,31.39
1750308057.360342,2025-06-18 23:40:57.360,0.0,0.0,0.0,34.65
1750308057.374321,2025-06-18 23:40:57.374,0.0,0.0,0.0,33.96
1750308057.386815,2025-06-18 23:40:57.386,0.0,0.0,0.0,32.0
1750308057.400623,2025-06-18 23:40:57.400,0.0,0.0,0.0,32.81
1750308057.414423,2025-06-18 23:40:57.414,0.0,0.0,0.0,31.78
1750308057.428164,2025-06-18 23:40:57.428,0.0,0.0,0.0,32.86
1750308057.441975,2025-06-18 23:40:57.441,0.0,0.0,0.0,31.7
1750308057.455759,2025-06-18 23:40:57.455,0.0,0.0,0.0,35.06
1750308057.469558,2025-06-18 23:40:57.469,0.0,0.0,0.0,31.52
1750308057.481539,2025-06-18 23:40:57.481,0.0,0.0,0.0,31.45
1750308057.49529,2025-06-18 23:40:57.495,0.0,0.0,0.0,31.6
1750308057.5090392,2025-06-18 23:40:57.509,0.0,0.0,0.0,33.22
1750308057.5216599,2025-06-18 23:40:57.521,0.0,0.0,0.0,32.83
1750308057.535444,2025-06-18 23:40:57.535,0.0,0.0,0.0,33.81
1750308057.547096,2025-06-18 23:40:57.547,0.0,0.0,0.0,32.36
1750308057.560852,2025-06-18 23:40:57.560,0.0,0.0,0.0,34.09
1750308057.5745962,2025-06-18 23:40:57.574,0.0,0.0,0.0,33.12
1750308057.5883892,2025-06-18 23:40:57.588,0.0,0.0,0.0,33.18
1750308057.602207,2025-06-18 23:40:57.602,0.0,0.0,0.0,33.24
1750308057.616083,2025-06-18 23:40:57.616,0.0,0.0,0.0,31.85
1750308057.6284428,2025-06-18 23:40:57.628,0.0,0.0,0.0,32.06
1750308057.64062,2025-06-18 23:40:57.640,0.0,0.0,0.0,33.35
1750308057.65446,2025-06-18 23:40:57.654,0.0,0.0,0.0,34.96
1750308057.668245,2025-06-18 23:40:57.668,0.0,0.0,0.0,35.64
1750308057.682071,2025-06-18 23:40:57.682,0.0,0.0,0.0,33.37
1750308057.6946099,2025-06-18 23:40:57.694,0.0,0.0,0.0,32.21
1750308057.705984,2025-06-18 23:40:57.705,0.0,0.0,0.0,33.85
1750308057.7197802,2025-06-18 23:40:57.719,0.0,0.0,0.0,33.82
1750308057.733572,2025-06-18 23:40:57.733,0.0,0.0,0.0,35.52
1750308057.745183,2025-06-18 23:40:57.745,0.0,0.0,0.0,33.5
1750308057.7589881,2025-06-18 23:40:57.758,0.0,0.0,0.0,33.17
1750308057.773034,2025-06-18 23:40:57.773,0.0,0.0,0.0,32.58
1750308057.785907,2025-06-18 23:40:57.785,0.0,0.0,0.0,35.050000000000004
1750308057.798253,2025-06-18 23:40:57.798,0.0,0.0,0.0,34.11
1750308057.811156,2025-06-18 23:40:57.811,0.0,0.0,0.0,34.26
1750308057.824938,2025-06-18 23:40:57.824,0.0,0.0,0.0,35.9
1750308057.8374279,2025-06-18 23:40:57.837,0.0,0.0,0.0,34.09
1750308057.851248,2025-06-18 23:40:57.851,0.0,0.0,0.0,35.81
1750308057.865055,2025-06-18 23:40:57.865,0.0,0.0,0.0,32.410000000000004
1750308057.876946,2025-06-18 23:40:57.876,0.0,0.0,0.0,32.87
1750308057.8909252,2025-06-18 23:40:57.890,0.0,0.0,0.0,33.980000000000004
1750308057.904692,2025-06-18 23:40:57.904,0.0,0.0,0.0,34.5
1750308057.9184692,2025-06-18 23:40:57.918,0.0,0.0,0.0,35.910000000000004
1750308057.932246,2025-06-18 23:40:57.932,0.0,0.0,0.0,34.51
1750308057.946005,2025-06-18 23:40:57.946,0.0,0.0,0.0,35.68
1750308057.9598348,2025-06-18 23:40:57.959,0.0,0.0,0.0,32.67
1750308057.973721,2025-06-18 23:40:57.973,0.0,0.0,0.0,35.95
1750308057.987516,2025-06-18 23:40:57.987,0.0,0.0,0.0,33.64
1750308058.0013409,2025-06-18 23:40:58.001,0.0,0.0,0.0,32.79
1750308058.0154848,2025-06-18 23:40:58.015,0.0,0.0,0.0,32.69
1750308058.030708,2025-06-18 23:40:58.030,0.0,0.0,0.0,33.26
1750308058.04894,2025-06-18 23:40:58.048,0.0,0.0,0.0,34.04
1750308058.061602,2025-06-18 23:40:58.061,0.0,0.0,0.0,36.49
1750308058.0792582,2025-06-18 23:40:58.079,0.0,0.0,0.0,35.53
1750308058.099114,2025-06-18 23:40:58.099,0.0,0.0,0.0,35.230000000000004
1750308058.114162,2025-06-18 23:40:58.114,0.0,0.0,0.0,33.88
1750308058.126592,2025-06-18 23:40:58.126,0.0,0.0,0.0,36.25
1750308058.148406,2025-06-18 23:40:58.148,0.0,0.0,0.0,34.79
1750308058.173973,2025-06-18 23:40:58.173,0.0,0.0,0.0,35.86
1750308058.1956108,2025-06-18 23:40:58.195,0.0,0.0,0.0,35.13
1750308058.210515,2025-06-18 23:40:58.210,0.0,0.0,0.0,35.19
1750308058.22259,2025-06-18 23:40:58.222,0.0,0.0,0.0,35.910000000000004
1750308058.236468,2025-06-18 23:40:58.236,0.0,0.0,0.0,33.62
1750308058.2512221,2025-06-18 23:40:58.251,0.0,0.0,0.0,36.27
1750308058.269959,2025-06-18 23:40:58.269,0.0,0.0,0.0,35.68
1750308058.2873511,2025-06-18 23:40:58.287,0.0,0.0,0.0,34.1
1750308058.301248,2025-06-18 23:40:58.301,0.0,0.0,0.0,35.39
1750308058.315069,2025-06-18 23:40:58.315,0.0,0.0,0.0,34.63
1750308058.3269372,2025-06-18 23:40:58.326,0.0,0.0,0.0,36.21
1750308058.3407738,2025-06-18 23:40:58.340,0.0,0.0,0.0,34.51
1750308058.3545148,2025-06-18 23:40:58.354,0.0,0.0,0.0,34.37
1750308058.36829,2025-06-18 23:40:58.368,0.0,0.0,0.0,33.45
1750308058.3820531,2025-06-18 23:40:58.382,0.0,0.0,0.0,33.83
1750308058.394366,2025-06-18 23:40:58.394,0.0,0.0,0.0,33.46
1750308058.4080698,2025-06-18 23:40:58.408,0.0,0.0,0.0,35.88
1750308058.4208372,2025-06-18 23:40:58.420,0.0,0.0,0.0,34.2
1750308058.434637,2025-06-18 23:40:58.434,0.0,0.0,0.0,34.81
1750308058.448425,2025-06-18 23:40:58.448,0.0,0.0,0.0,36.94
1750308058.461476,2025-06-18 23:40:58.461,0.0,0.0,0.0,35.34
1750308058.475243,2025-06-18 23:40:58.475,0.0,0.0,0.0,34.28
1750308058.489012,2025-06-18 23:40:58.489,0.0,0.0,0.0,35.42
1750308058.500957,2025-06-18 23:40:58.500,0.0,0.0,0.0,36.62
1750308058.5147789,2025-06-18 23:40:58.514,0.0,0.0,0.0,35.79
1750308058.526987,2025-06-18 23:40:58.526,0.0,0.0,0.0,35.02
1750308058.540898,2025-06-18 23:40:58.540,0.0,0.0,0.0,34.15
1750308058.554688,2025-06-18 23:40:58.554,0.0,0.0,0.0,35.34
1750308058.568477,2025-06-18 23:40:58.568,0.0,0.0,0.0,36.56
1750308058.582249,2025-06-18 23:40:58.582,0.0,0.0,0.0,35.84
1750308058.594872,2025-06-18 23:40:58.594,0.0,0.0,0.0,34.44
1750308058.608693,2025-06-18 23:40:58.608,0.0,0.0,0.0,36.95
1750308058.6225688,2025-06-18 23:40:58.622,0.0,0.0,0.0,36.0
1750308058.6348228,2025-06-18 23:40:58.634,0.0,0.0,0.0,37.36
1750308058.648108,2025-06-18 23:40:58.648,0.0,0.0,0.0,34.2
1750308058.662376,2025-06-18 23:40:58.662,0.0,0.0,0.0,35.86
1750308058.67636,2025-06-18 23:40:58.676,0.0,0.0,0.0,36.44
1750308058.690631,2025-06-18 23:40:58.690,0.0,0.0,0.0,35.08
1750308058.704256,2025-06-18 23:40:58.704,0.0,0.0,0.0,37.57
1750308058.717209,2025-06-18 23:40:58.717,0.0,0.0,0.0,35.49
1750308058.729312,2025-06-18 23:40:58.729,0.0,0.0,0.0,34.83
1750308058.743208,2025-06-18 23:40:58.743,0.0,0.0,0.0,36.050000000000004
1750308058.7567601,2025-06-18 23:40:58.756,0.0,0.0,0.0,34.04
1750308058.7693639,2025-06-18 23:40:58.769,0.0,0.0,0.0,35.03
1750308058.7875378,2025-06-18 23:40:58.787,0.0,0.0,0.0,34.45
1750308058.801446,2025-06-18 23:40:58.801,0.0,0.0,0.0,36.92
1750308058.8161979,2025-06-18 23:40:58.816,0.0,0.0,0.0,34.19
1750308058.828224,2025-06-18 23:40:58.828,0.0,0.0,0.0,34.51
1750308058.8418171,2025-06-18 23:40:58.841,0.0,0.0,0.0,34.94
1750308058.853995,2025-06-18 23:40:58.853,0.0,0.0,0.0,35.94
1750308058.867479,2025-06-18 23:40:58.867,0.0,0.0,0.0,36.79
1750308058.879945,2025-06-18 23:40:58.879,0.0,0.0,0.0,36.050000000000004
1750308058.8938198,2025-06-18 23:40:58.893,0.0,0.0,0.0,34.34
1750308058.907684,2025-06-18 23:40:58.907,0.0,0.0,0.0,37.02
1750308058.9215229,2025-06-18 23:40:58.921,0.0,0.0,0.0,37.81
1750308058.9354272,2025-06-18 23:40:58.935,0.0,0.0,0.0,35.06
1750308058.949282,2025-06-18 23:40:58.949,0.0,0.0,0.0,38.050000000000004
1750308058.961622,2025-06-18 23:40:58.961,0.0,0.0,0.0,35.07
1750308058.9753642,2025-06-18 23:40:58.975,0.0,0.0,0.0,38.04
1750308058.989127,2025-06-18 23:40:58.989,0.0,0.0,0.0,35.39
1750308059.002892,2025-06-18 23:40:59.002,0.0,0.0,0.0,38.230000000000004
1750308059.0166268,2025-06-18 23:40:59.016,0.0,0.0,0.0,35.83
1750308059.028364,2025-06-18 23:40:59.028,0.0,0.0,0.0,34.76
1750308059.042099,2025-06-18 23:40:59.042,0.0,0.0,0.0,36.56
1750308059.055896,2025-06-18 23:40:59.055,0.0,0.0,0.0,37.49
1750308059.068104,2025-06-18 23:40:59.068,0.0,0.0,0.0,36.0
1750308059.0818582,2025-06-18 23:40:59.081,0.0,0.0,0.0,37.19
1750308059.093765,2025-06-18 23:40:59.093,0.0,0.0,0.0,37.22
1750308059.106185,2025-06-18 23:40:59.106,0.0,0.0,0.0,36.730000000000004
1750308059.119905,2025-06-18 23:40:59.119,0.0,0.0,0.0,36.45
1750308059.132716,2025-06-18 23:40:59.132,0.0,0.0,0.0,37.33
1750308059.146453,2025-06-18 23:40:59.146,0.0,0.0,0.0,34.99
1750308059.1606112,2025-06-18 23:40:59.160,0.0,0.0,0.0,37.68
1750308059.174334,2025-06-18 23:40:59.174,0.0,0.0,0.0,38.61
1750308059.186764,2025-06-18 23:40:59.186,0.0,0.0,0.0,35.730000000000004
1750308059.200535,2025-06-18 23:40:59.200,0.0,0.0,0.0,37.22
1750308059.213762,2025-06-18 23:40:59.213,0.0,0.0,0.0,35.92
1750308059.226946,2025-06-18 23:40:59.226,0.0,0.0,0.0,35.46
1750308059.2408462,2025-06-18 23:40:59.240,0.0,0.0,0.0,35.49
1750308059.2547042,2025-06-18 23:40:59.254,0.0,0.0,0.0,38.62
1750308059.2673988,2025-06-18 23:40:59.267,0.0,0.0,0.0,35.06
1750308059.281178,2025-06-18 23:40:59.281,0.0,0.0,0.0,37.78
1750308059.29497,2025-06-18 23:40:59.294,0.0,0.0,0.0,38.76
1750308059.30882,2025-06-18 23:40:59.308,0.0,0.0,0.0,37.09
1750308059.322687,2025-06-18 23:40:59.322,0.0,0.0,0.0,36.410000000000004
1750308059.336763,2025-06-18 23:40:59.336,0.0,0.0,0.0,38.26
1750308059.3495722,2025-06-18 23:40:59.349,0.0,0.0,0.0,38.07
1750308059.363401,2025-06-18 23:40:59.363,0.0,0.0,0.0,38.69
1750308059.3750908,2025-06-18 23:40:59.375,0.0,0.0,0.0,38.0
1750308059.38716,2025-06-18 23:40:59.387,0.0,0.0,0.0,38.1
1750308059.4008782,2025-06-18 23:40:59.400,0.0,0.0,0.0,36.300000000000004
1750308059.414695,2025-06-18 23:40:59.414,0.0,0.0,0.0,38.410000000000004
1750308059.42851,2025-06-18 23:40:59.428,0.0,0.0,0.0,36.77
1750308059.441354,2025-06-18 23:40:59.441,0.0,0.0,0.0,35.410000000000004
1750308059.455145,2025-06-18 23:40:59.455,0.0,0.0,0.0,39.19
1750308059.468927,2025-06-18 23:40:59.468,0.0,0.0,0.0,35.62
1750308059.481172,2025-06-18 23:40:59.481,0.0,0.0,0.0,39.22
1750308059.492646,2025-06-18 23:40:59.492,0.0,0.0,0.0,35.88
1750308059.5064902,2025-06-18 23:40:59.506,0.0,0.0,0.0,38.99
1750308059.520298,2025-06-18 23:40:59.520,0.0,0.0,0.0,35.660000000000004
1750308059.5326872,2025-06-18 23:40:59.532,0.0,0.0,0.0,37.49
1750308059.544968,2025-06-18 23:40:59.544,0.0,0.0,0.0,38.77
1750308059.559753,2025-06-18 23:40:59.559,0.0,0.0,0.0,38.58
1750308059.572417,2025-06-18 23:40:59.572,0.0,0.0,0.0,39.28
1750308059.5851362,2025-06-18 23:40:59.585,0.0,0.0,0.0,38.59
1750308059.59807,2025-06-18 23:40:59.598,0.0,0.0,0.0,39.050000000000004
1750308059.611439,2025-06-18 23:40:59.611,0.0,0.0,0.0,38.230000000000004
1750308059.628072,2025-06-18 23:40:59.628,0.0,0.0,0.0,37.83
1750308059.641335,2025-06-18 23:40:59.641,0.0,0.0,0.0,37.59
1750308059.655135,2025-06-18 23:40:59.655,0.0,0.0,0.0,37.29
1750308059.668941,2025-06-18 23:40:59.668,0.0,0.0,0.0,37.28
1750308059.6828291,2025-06-18 23:40:59.682,0.0,0.0,0.0,35.7
1750308059.6950269,2025-06-18 23:40:59.695,0.0,0.0,0.0,38.24
1750308059.7089138,2025-06-18 23:40:59.708,0.0,0.0,0.0,38.06
1750308059.7241752,2025-06-18 23:40:59.724,0.0,0.0,0.0,38.44
1750308059.7382,2025-06-18 23:40:59.738,0.0,0.0,0.0,36.27
1750308059.7518358,2025-06-18 23:40:59.751,0.0,0.0,0.0,37.44
1750308059.76562,2025-06-18 23:40:59.765,0.0,0.0,0.0,38.730000000000004
1750308059.779428,2025-06-18 23:40:59.779,0.0,0.0,0.0,37.24
1750308059.797529,2025-06-18 23:40:59.797,0.0,0.0,0.0,37.1
1750308059.810209,2025-06-18 23:40:59.810,0.0,0.0,0.0,38.9
1750308059.824285,2025-06-18 23:40:59.824,0.0,0.0,0.0,38.76
1750308059.8368058,2025-06-18 23:40:59.836,0.0,0.0,0.0,39.21
1750308059.850656,2025-06-18 23:40:59.850,0.0,0.0,0.0,38.76
1750308059.864458,2025-06-18 23:40:59.864,0.0,0.0,0.0,37.11
1750308059.8783302,2025-06-18 23:40:59.878,0.0,0.0,0.0,38.25
1750308059.8921459,2025-06-18 23:40:59.892,0.0,0.0,0.0,37.74
1750308059.905216,2025-06-18 23:40:59.905,0.0,0.0,0.0,37.230000000000004
1750308059.9180832,2025-06-18 23:40:59.918,0.0,0.0,0.0,39.76
1750308059.931893,2025-06-18 23:40:59.931,0.0,0.0,0.0,36.77
1750308059.944468,2025-06-18 23:40:59.944,0.0,0.0,0.0,38.39
1750308059.958393,2025-06-18 23:40:59.958,0.0,0.0,0.0,36.25
1750308059.9715059,2025-06-18 23:40:59.971,0.0,0.0,0.0,39.54
1750308059.983833,2025-06-18 23:40:59.983,0.0,0.0,0.0,38.51
1750308059.9964669,2025-06-18 23:40:59.996,0.0,0.0,0.0,37.29
1750308060.010326,2025-06-18 23:41:00.010,0.0,0.0,0.0,37.57
1750308060.0243351,2025-06-18 23:41:00.024,0.0,0.0,0.0,37.31
1750308060.037287,2025-06-18 23:41:00.037,0.0,0.0,0.0,38.96
1750308060.0503738,2025-06-18 23:41:00.050,0.0,0.0,0.0,39.92
1750308060.064227,2025-06-18 23:41:00.064,0.0,0.0,0.0,38.22
1750308060.07759,2025-06-18 23:41:00.077,0.0,0.0,0.0,39.57
1750308060.091674,2025-06-18 23:41:00.091,0.0,0.0,0.0,37.45
1750308060.1038651,2025-06-18 23:41:00.103,0.0,0.0,0.0,39.93
1750308060.117648,2025-06-18 23:41:00.117,0.0,0.0,0.0,39.69
1750308060.131444,2025-06-18 23:41:00.131,0.0,0.0,0.0,39.21
1750308060.145195,2025-06-18 23:41:00.145,0.0,0.0,0.0,38.03
1750308060.158984,2025-06-18 23:41:00.158,0.0,0.0,0.0,38.34
1750308060.170859,2025-06-18 23:41:00.170,0.0,0.0,0.0,38.14
1750308060.1846669,2025-06-18 23:41:00.184,0.0,0.0,0.0,38.980000000000004
1750308060.1970282,2025-06-18 23:41:00.197,0.0,0.0,0.0,40.33
1750308060.210264,2025-06-18 23:41:00.210,0.0,0.0,0.0,40.42
1750308060.2242181,2025-06-18 23:41:00.224,0.0,0.0,0.0,39.53
1750308060.238047,2025-06-18 23:41:00.238,0.0,0.0,0.0,37.53
1750308060.251822,2025-06-18 23:41:00.251,0.0,0.0,0.0,39.14
1750308060.265575,2025-06-18 23:41:00.265,0.0,0.0,0.0,37.03
1750308060.2789829,2025-06-18 23:41:00.278,0.0,0.0,0.0,40.68
1750308060.291341,2025-06-18 23:41:00.291,0.0,0.0,0.0,37.12
1750308060.303097,2025-06-18 23:41:00.303,0.0,0.0,0.0,37.300000000000004
1750308060.314697,2025-06-18 23:41:00.314,0.0,0.0,0.0,38.49
1750308060.326185,2025-06-18 23:41:00.326,0.0,0.0,0.0,39.01
1750308060.3400261,2025-06-18 23:41:00.340,0.0,0.0,0.0,38.19
1750308060.352501,2025-06-18 23:41:00.352,0.0,0.0,0.0,37.1
1750308060.366261,2025-06-18 23:41:00.366,0.0,0.0,0.0,39.01
1750308060.3783622,2025-06-18 23:41:00.378,0.0,0.0,0.0,38.730000000000004
1750308060.392182,2025-06-18 23:41:00.392,0.0,0.0,0.0,39.97
1750308060.405979,2025-06-18 23:41:00.405,0.0,0.0,0.0,37.01
1750308060.4197602,2025-06-18 23:41:00.419,0.0,0.0,0.0,40.18
1750308060.432174,2025-06-18 23:41:00.432,0.0,0.0,0.0,40.47
1750308060.444861,2025-06-18 23:41:00.444,0.0,0.0,0.0,37.36
1750308060.458595,2025-06-18 23:41:00.458,0.0,0.0,0.0,39.82
1750308060.472346,2025-06-18 23:41:00.472,0.0,0.0,0.0,39.28
1750308060.4861598,2025-06-18 23:41:00.486,0.0,0.0,0.0,37.18
1750308060.499944,2025-06-18 23:41:00.499,0.0,0.0,0.0,38.97
1750308060.511489,2025-06-18 23:41:00.511,0.0,0.0,0.0,39.46
1750308060.525232,2025-06-18 23:41:00.525,0.0,0.0,0.0,40.84
1750308060.539089,2025-06-18 23:41:00.539,0.0,0.0,0.0,38.43
1750308060.552873,2025-06-18 23:41:00.552,0.0,0.0,0.0,37.97
1750308060.564805,2025-06-18 23:41:00.564,0.0,0.0,0.0,41.11
1750308060.578588,2025-06-18 23:41:00.578,0.0,0.0,0.0,37.87
1750308060.592567,2025-06-18 23:41:00.592,0.0,0.0,0.0,41.09
1750308060.606234,2025-06-18 23:41:00.606,0.0,0.0,0.0,38.61
1750308060.620072,2025-06-18 23:41:00.620,0.0,0.0,0.0,37.87
1750308060.633884,2025-06-18 23:41:00.633,0.0,0.0,0.0,40.410000000000004
1750308060.646879,2025-06-18 23:41:00.646,0.0,0.0,0.0,37.97
1750308060.6602602,2025-06-18 23:41:00.660,0.0,0.0,0.0,40.44
1750308060.674079,2025-06-18 23:41:00.674,0.0,0.0,0.0,37.480000000000004
1750308060.687881,2025-06-18 23:41:00.687,0.0,0.0,0.0,38.37
1750308060.701673,2025-06-18 23:41:00.701,0.0,0.0,0.0,41.35
1750308060.715482,2025-06-18 23:41:00.715,0.0,0.0,0.0,40.97
1750308060.7286432,2025-06-18 23:41:00.728,0.0,0.0,0.0,39.56
1750308060.742612,2025-06-18 23:41:00.742,0.0,0.0,0.0,37.69
1750308060.756023,2025-06-18 23:41:00.756,0.0,0.0,0.0,38.02
1750308060.770103,2025-06-18 23:41:00.770,0.0,0.0,0.0,38.74
1750308060.78413,2025-06-18 23:41:00.784,0.0,0.0,0.0,37.72
1750308060.805442,2025-06-18 23:41:00.805,0.0,0.0,0.0,38.24
1750308060.8192809,2025-06-18 23:41:00.819,0.0,0.0,0.0,39.67
1750308060.833089,2025-06-18 23:41:00.833,0.0,0.0,0.0,37.82
1750308060.845976,2025-06-18 23:41:00.845,0.0,0.0,0.0,39.38
1750308060.8586519,2025-06-18 23:41:00.858,0.0,0.0,0.0,41.34
1750308060.872502,2025-06-18 23:41:00.872,0.0,0.0,0.0,38.96
