timestamp,datetime,diagnostics_low.batt_over_c,diagnostics_low.bmb_comm_error,diagnostics_low.cell_damaged,diagnostics_low.cell_open_wire,diagnostics_low.cell_over_v,diagnostics_low.cell_under_v,diagnostics_low.imd_gnd_isolation_error,diagnostics_low.precharge_fail,diagnostics_low.shutdown_leg1,diagnostics_low.shutdown_leg2,diagnostics_low.shutdown_leg3,diagnostics_low.shutdown_leg4,diagnostics_low.thermistor_damaged,diagnostics_low.tractive_contactor_error,dynamics.fl_pushrod_stress,dynamics.fl_spring_displace,dynamics.fl_strain_gauge_v,dynamics.flw_speed,pack.cell_bottom_temp,pack.cell_top_temp,pack.hv_c,pack.hv_pack_v,pack.hv_soc
1750309804.247715,2025-06-19 00:10:04.247,,,,,,,,,,,,,,,0.0,0.0,0.0,34.31,,,,,
1750309804.261628,2025-06-19 00:10:04.261,,,,,,,,,,,,,,,0.0,0.0,0.0,35.0,,,,,
1750309804.275548,2025-06-19 00:10:04.275,,,,,,,,,,,,,,,0.0,0.0,0.0,33.49,,,,,
1750309804.289441,2025-06-19 00:10:04.289,,,,,,,,,,,,,,,0.0,0.0,0.0,34.63,,,,,
1750309804.3026078,2025-06-19 00:10:04.302,,,,,,,,,,,,,,,0.0,0.0,0.0,32.46,,,,,
1750309804.31567,2025-06-19 00:10:04.315,,,,,,,,,,,,,,,0.0,0.0,0.0,34.910000000000004,,,,,
1750309804.329525,2025-06-19 00:10:04.329,,,,,,,,,,,,,,,0.0,0.0,0.0,34.85,,,,,
1750309804.344651,2025-06-19 00:10:04.344,False,False,0,0,0,0,False,False,True,True,True,False,0,False,0.0,0.0,0.0,32.46,36.0,27.0,655.35,444.0,80.42
1750309804.3584268,2025-06-19 00:10:04.358,,,,,,,,,,,,,,,0.0,0.0,0.0,32.86,,,,,
1750309804.372206,2025-06-19 00:10:04.372,,,,,,,,,,,,,,,0.0,0.0,0.0,31.970000000000002,,,,,
1750309804.3838248,2025-06-19 00:10:04.383,,,,,,,,,,,,,,,0.0,0.0,0.0,33.2,,,,,
1750309804.3976681,2025-06-19 00:10:04.397,,,,,,,,,,,,,,,0.0,0.0,0.0,31.970000000000002,,,,,
1750309804.4115682,2025-06-19 00:10:04.411,,,,,,,,,,,,,,,0.0,0.0,0.0,32.79,,,,,
1750309804.425429,2025-06-19 00:10:04.425,,,,,,,,,,,,,,,0.0,0.0,0.0,33.69,,,,,
1750309804.438209,2025-06-19 00:10:04.438,,,,,,,,,,,,,,,0.0,0.0,0.0,32.56,,,,,
1750309804.452234,2025-06-19 00:10:04.452,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,34.31,35.0,30.0,655.35,441.0,81.98
1750309804.4643579,2025-06-19 00:10:04.464,,,,,,,,,,,,,,,0.0,0.0,0.0,32.61,,,,,
1750309804.4783309,2025-06-19 00:10:04.478,,,,,,,,,,,,,,,0.0,0.0,0.0,34.2,,,,,
1750309804.4922082,2025-06-19 00:10:04.492,,,,,,,,,,,,,,,0.0,0.0,0.0,33.45,,,,,
1750309804.504844,2025-06-19 00:10:04.504,,,,,,,,,,,,,,,0.0,0.0,0.0,35.12,,,,,
1750309804.5186439,2025-06-19 00:10:04.518,,,,,,,,,,,,,,,0.0,0.0,0.0,34.28,,,,,
1750309804.5326028,2025-06-19 00:10:04.532,,,,,,,,,,,,,,,0.0,0.0,0.0,33.9,,,,,
1750309804.546579,2025-06-19 00:10:04.546,,,,,,,,,,,,,,,0.0,0.0,0.0,32.480000000000004,,,,,
1750309804.560719,2025-06-19 00:10:04.560,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,34.75,36.0,28.0,655.35,440.0,81.82000000000001
1750309804.572547,2025-06-19 00:10:04.572,,,,,,,,,,,,,,,0.0,0.0,0.0,34.53,,,,,
1750309804.5842078,2025-06-19 00:10:04.584,,,,,,,,,,,,,,,0.0,0.0,0.0,35.49,,,,,
1750309804.5965528,2025-06-19 00:10:04.596,,,,,,,,,,,,,,,0.0,0.0,0.0,34.53,,,,,
1750309804.610761,2025-06-19 00:10:04.610,,,,,,,,,,,,,,,0.0,0.0,0.0,34.99,,,,,
1750309804.624657,2025-06-19 00:10:04.624,,,,,,,,,,,,,,,0.0,0.0,0.0,35.7,,,,,
1750309804.6366878,2025-06-19 00:10:04.636,,,,,,,,,,,,,,,0.0,0.0,0.0,32.92,,,,,
1750309804.6505978,2025-06-19 00:10:04.650,,,,,,,,,,,,,,,0.0,0.0,0.0,33.230000000000004,,,,,
1750309804.6649,2025-06-19 00:10:04.664,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,34.52,37.0,30.0,655.35,443.0,80.9
1750309804.678968,2025-06-19 00:10:04.678,,,,,,,,,,,,,,,0.0,0.0,0.0,34.43,,,,,
1750309804.6923819,2025-06-19 00:10:04.692,,,,,,,,,,,,,,,0.0,0.0,0.0,35.13,,,,,
1750309804.704866,2025-06-19 00:10:04.704,,,,,,,,,,,,,,,0.0,0.0,0.0,35.39,,,,,
1750309804.7171662,2025-06-19 00:10:04.717,,,,,,,,,,,,,,,0.0,0.0,0.0,35.87,,,,,
1750309804.73024,2025-06-19 00:10:04.730,,,,,,,,,,,,,,,0.0,0.0,0.0,35.35,,,,,
1750309804.7436101,2025-06-19 00:10:04.743,,,,,,,,,,,,,,,0.0,0.0,0.0,34.62,,,,,
1750309804.757527,2025-06-19 00:10:04.757,,,,,,,,,,,,,,,0.0,0.0,0.0,34.2,,,,,
1750309804.7694778,2025-06-19 00:10:04.769,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,33.39,36.0,28.0,655.35,440.0,80.21000000000001
1750309804.7859,2025-06-19 00:10:04.785,,,,,,,,,,,,,,,0.0,0.0,0.0,35.21,,,,,
1750309804.799248,2025-06-19 00:10:04.799,,,,,,,,,,,,,,,0.0,0.0,0.0,33.27,,,,,
1750309804.813068,2025-06-19 00:10:04.813,,,,,,,,,,,,,,,0.0,0.0,0.0,36.35,,,,,
1750309804.8382,2025-06-19 00:10:04.838,,,,,,,,,,,,,,,0.0,0.0,0.0,34.52,,,,,
1750309804.85485,2025-06-19 00:10:04.854,,,,,,,,,,,,,,,0.0,0.0,0.0,35.63,,,,,
1750309804.877186,2025-06-19 00:10:04.877,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,32.82,34.0,29.0,655.35,439.0,82.10000000000001
1750309804.894125,2025-06-19 00:10:04.894,,,,,,,,,,,,,,,0.0,0.0,0.0,33.480000000000004,,,,,
1750309804.906083,2025-06-19 00:10:04.906,,,,,,,,,,,,,,,0.0,0.0,0.0,35.15,,,,,
1750309804.9199202,2025-06-19 00:10:04.919,,,,,,,,,,,,,,,0.0,0.0,0.0,33.01,,,,,
1750309804.93375,2025-06-19 00:10:04.933,,,,,,,,,,,,,,,0.0,0.0,0.0,33.45,,,,,
1750309804.947537,2025-06-19 00:10:04.947,,,,,,,,,,,,,,,0.0,0.0,0.0,33.7,,,,,
1750309804.961262,2025-06-19 00:10:04.961,,,,,,,,,,,,,,,0.0,0.0,0.0,33.62,,,,,
1750309804.9749959,2025-06-19 00:10:04.974,,,,,,,,,,,,,,,0.0,0.0,0.0,33.25,,,,,
1750309804.988812,2025-06-19 00:10:04.988,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,35.62,35.0,29.0,655.35,444.0,81.75
1750309805.00261,2025-06-19 00:10:05.002,,,,,,,,,,,,,,,0.0,0.0,0.0,34.43,,,,,
1750309805.016362,2025-06-19 00:10:05.016,,,,,,,,,,,,,,,0.0,0.0,0.0,35.28,,,,,
1750309805.029674,2025-06-19 00:10:05.029,,,,,,,,,,,,,,,0.0,0.0,0.0,33.77,,,,,
1750309805.042936,2025-06-19 00:10:05.042,,,,,,,,,,,,,,,0.0,0.0,0.0,35.99,,,,,
1750309805.0566442,2025-06-19 00:10:05.056,,,,,,,,,,,,,,,0.0,0.0,0.0,35.74,,,,,
1750309805.070394,2025-06-19 00:10:05.070,,,,,,,,,,,,,,,0.0,0.0,0.0,34.01,,,,,
1750309805.084137,2025-06-19 00:10:05.084,,,,,,,,,,,,,,,0.0,0.0,0.0,34.9,,,,,
1750309805.097934,2025-06-19 00:10:05.097,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,35.0,36.0,28.0,655.35,439.0,81.63
1750309805.111788,2025-06-19 00:10:05.111,,,,,,,,,,,,,,,0.0,0.0,0.0,34.52,,,,,
1750309805.125708,2025-06-19 00:10:05.125,,,,,,,,,,,,,,,0.0,0.0,0.0,36.1,,,,,
1750309805.1395562,2025-06-19 00:10:05.139,,,,,,,,,,,,,,,0.0,0.0,0.0,35.19,,,,,
1750309805.153388,2025-06-19 00:10:05.153,,,,,,,,,,,,,,,0.0,0.0,0.0,33.84,,,,,
1750309805.167308,2025-06-19 00:10:05.167,,,,,,,,,,,,,,,0.0,0.0,0.0,34.85,,,,,
1750309805.181246,2025-06-19 00:10:05.181,,,,,,,,,,,,,,,0.0,0.0,0.0,34.0,,,,,
1750309805.1951392,2025-06-19 00:10:05.195,,,,,,,,,,,,,,,0.0,0.0,0.0,36.49,,,,,
1750309805.209155,2025-06-19 00:10:05.209,True,False,0,0,1,1,False,False,True,True,True,True,0,False,0.0,0.0,0.0,35.74,34.0,30.0,655.35,441.0,81.51
1750309805.2227101,2025-06-19 00:10:05.222,,,,,,,,,,,,,,,0.0,0.0,0.0,36.07,,,,,
1750309805.235809,2025-06-19 00:10:05.235,,,,,,,,,,,,,,,0.0,0.0,0.0,36.22,,,,,
1750309805.247673,2025-06-19 00:10:05.247,,,,,,,,,,,,,,,0.0,0.0,0.0,36.24,,,,,
1750309805.2608378,2025-06-19 00:10:05.260,,,,,,,,,,,,,,,0.0,0.0,0.0,37.06,,,,,
1750309805.274732,2025-06-19 00:10:05.274,,,,,,,,,,,,,,,0.0,0.0,0.0,35.31,,,,,
1750309805.288564,2025-06-19 00:10:05.288,,,,,,,,,,,,,,,0.0,0.0,0.0,36.56,,,,,
1750309805.30241,2025-06-19 00:10:05.302,,,,,,,,,,,,,,,0.0,0.0,0.0,35.03,,,,,
1750309805.3164,2025-06-19 00:10:05.316,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,36.02,36.0,28.0,655.35,439.0,82.05
1750309805.3304162,2025-06-19 00:10:05.330,,,,,,,,,,,,,,,0.0,0.0,0.0,34.87,,,,,
1750309805.34429,2025-06-19 00:10:05.344,,,,,,,,,,,,,,,0.0,0.0,0.0,34.0,,,,,
1750309805.357517,2025-06-19 00:10:05.357,,,,,,,,,,,,,,,0.0,0.0,0.0,36.32,,,,,
1750309805.371426,2025-06-19 00:10:05.371,,,,,,,,,,,,,,,0.0,0.0,0.0,35.57,,,,,
1750309805.3853061,2025-06-19 00:10:05.385,,,,,,,,,,,,,,,0.0,0.0,0.0,36.33,,,,,
1750309805.397825,2025-06-19 00:10:05.397,,,,,,,,,,,,,,,0.0,0.0,0.0,34.59,,,,,
1750309805.4093719,2025-06-19 00:10:05.409,,,,,,,,,,,,,,,0.0,0.0,0.0,35.550000000000004,,,,,
1750309805.4233449,2025-06-19 00:10:05.423,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,34.29,35.0,29.0,655.35,439.0,81.08
1750309805.436654,2025-06-19 00:10:05.436,,,,,,,,,,,,,,,0.0,0.0,0.0,34.9,,,,,
1750309805.448693,2025-06-19 00:10:05.448,,,,,,,,,,,,,,,0.0,0.0,0.0,37.65,,,,,
1750309805.462632,2025-06-19 00:10:05.462,,,,,,,,,,,,,,,0.0,0.0,0.0,34.17,,,,,
1750309805.4757838,2025-06-19 00:10:05.475,,,,,,,,,,,,,,,0.0,0.0,0.0,35.37,,,,,
1750309805.489664,2025-06-19 00:10:05.489,,,,,,,,,,,,,,,0.0,0.0,0.0,36.6,,,,,
1750309805.502613,2025-06-19 00:10:05.502,,,,,,,,,,,,,,,0.0,0.0,0.0,37.07,,,,,
1750309805.5165088,2025-06-19 00:10:05.516,,,,,,,,,,,,,,,0.0,0.0,0.0,34.06,,,,,
1750309805.5300229,2025-06-19 00:10:05.530,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,34.93,35.0,32.0,655.35,438.0,81.81
1750309805.5453281,2025-06-19 00:10:05.545,,,,,,,,,,,,,,,0.0,0.0,0.0,35.76,,,,,
1750309805.557527,2025-06-19 00:10:05.557,,,,,,,,,,,,,,,0.0,0.0,0.0,34.25,,,,,
1750309805.570474,2025-06-19 00:10:05.570,,,,,,,,,,,,,,,0.0,0.0,0.0,38.07,,,,,
1750309805.5830731,2025-06-19 00:10:05.583,,,,,,,,,,,,,,,0.0,0.0,0.0,36.06,,,,,
1750309805.596583,2025-06-19 00:10:05.596,,,,,,,,,,,,,,,0.0,0.0,0.0,36.22,,,,,
1750309805.635872,2025-06-19 00:10:05.635,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,36.34,33.0,32.0,655.35,440.0,80.99
1750309805.647628,2025-06-19 00:10:05.647,,,,,,,,,,,,,,,0.0,0.0,0.0,37.910000000000004,,,,,
1750309805.66136,2025-06-19 00:10:05.661,,,,,,,,,,,,,,,0.0,0.0,0.0,37.96,,,,,
1750309805.675106,2025-06-19 00:10:05.675,,,,,,,,,,,,,,,0.0,0.0,0.0,37.29,,,,,
1750309805.688875,2025-06-19 00:10:05.688,,,,,,,,,,,,,,,0.0,0.0,0.0,37.71,,,,,
1750309805.702707,2025-06-19 00:10:05.702,,,,,,,,,,,,,,,0.0,0.0,0.0,37.47,,,,,
1750309805.71647,2025-06-19 00:10:05.716,,,,,,,,,,,,,,,0.0,0.0,0.0,36.7,,,,,
1750309805.7302139,2025-06-19 00:10:05.730,,,,,,,,,,,,,,,0.0,0.0,0.0,34.660000000000004,,,,,
1750309805.7440279,2025-06-19 00:10:05.744,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,35.230000000000004,34.0,31.0,655.35,436.0,81.56
1750309805.757924,2025-06-19 00:10:05.757,,,,,,,,,,,,,,,0.0,0.0,0.0,35.86,,,,,
1750309805.771551,2025-06-19 00:10:05.771,,,,,,,,,,,,,,,0.0,0.0,0.0,36.42,,,,,
1750309805.785505,2025-06-19 00:10:05.785,,,,,,,,,,,,,,,0.0,0.0,0.0,37.72,,,,,
1750309805.79756,2025-06-19 00:10:05.797,,,,,,,,,,,,,,,0.0,0.0,0.0,37.54,,,,,
1750309805.81147,2025-06-19 00:10:05.811,,,,,,,,,,,,,,,0.0,0.0,0.0,38.37,,,,,
1750309805.825311,2025-06-19 00:10:05.825,,,,,,,,,,,,,,,0.0,0.0,0.0,34.82,,,,,
1750309805.836763,2025-06-19 00:10:05.836,,,,,,,,,,,,,,,0.0,0.0,0.0,36.26,,,,,
1750309805.850623,2025-06-19 00:10:05.850,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,36.62,36.0,31.0,655.35,439.0,80.91
1750309805.8643148,2025-06-19 00:10:05.864,,,,,,,,,,,,,,,0.0,0.0,0.0,38.52,,,,,
1750309805.878177,2025-06-19 00:10:05.878,,,,,,,,,,,,,,,0.0,0.0,0.0,35.89,,,,,
1750309805.892093,2025-06-19 00:10:05.892,,,,,,,,,,,,,,,0.0,0.0,0.0,35.95,,,,,
1750309805.9059572,2025-06-19 00:10:05.905,,,,,,,,,,,,,,,0.0,0.0,0.0,36.7,,,,,
1750309805.919919,2025-06-19 00:10:05.919,,,,,,,,,,,,,,,0.0,0.0,0.0,36.47,,,,,
1750309805.9326642,2025-06-19 00:10:05.932,,,,,,,,,,,,,,,0.0,0.0,0.0,35.22,,,,,
1750309805.946549,2025-06-19 00:10:05.946,,,,,,,,,,,,,,,0.0,0.0,0.0,37.68,,,,,
1750309805.959062,2025-06-19 00:10:05.959,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,36.26,34.0,31.0,655.35,441.0,80.96000000000001
1750309805.971485,2025-06-19 00:10:05.971,,,,,,,,,,,,,,,0.0,0.0,0.0,35.42,,,,,
1750309805.985238,2025-06-19 00:10:05.985,,,,,,,,,,,,,,,0.0,0.0,0.0,36.59,,,,,
1750309805.997634,2025-06-19 00:10:05.997,,,,,,,,,,,,,,,0.0,0.0,0.0,38.84,,,,,
1750309806.011466,2025-06-19 00:10:06.011,,,,,,,,,,,,,,,0.0,0.0,0.0,36.12,,,,,
1750309806.025358,2025-06-19 00:10:06.025,,,,,,,,,,,,,,,0.0,0.0,0.0,37.1,,,,,
1750309806.038199,2025-06-19 00:10:06.038,,,,,,,,,,,,,,,0.0,0.0,0.0,37.660000000000004,,,,,
1750309806.052095,2025-06-19 00:10:06.052,,,,,,,,,,,,,,,0.0,0.0,0.0,35.84,,,,,
1750309806.064699,2025-06-19 00:10:06.064,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,35.57,35.0,32.0,655.35,441.0,81.69
1750309806.077406,2025-06-19 00:10:06.077,,,,,,,,,,,,,,,0.0,0.0,0.0,38.51,,,,,
1750309806.0912771,2025-06-19 00:10:06.091,,,,,,,,,,,,,,,0.0,0.0,0.0,38.79,,,,,
1750309806.102745,2025-06-19 00:10:06.102,,,,,,,,,,,,,,,0.0,0.0,0.0,35.59,,,,,
1750309806.116609,2025-06-19 00:10:06.116,,,,,,,,,,,,,,,0.0,0.0,0.0,38.0,,,,,
1750309806.1295109,2025-06-19 00:10:06.129,,,,,,,,,,,,,,,0.0,0.0,0.0,36.36,,,,,
1750309806.143264,2025-06-19 00:10:06.143,,,,,,,,,,,,,,,0.0,0.0,0.0,36.07,,,,,
1750309806.1571379,2025-06-19 00:10:06.157,,,,,,,,,,,,,,,0.0,0.0,0.0,37.03,,,,,
1750309806.169394,2025-06-19 00:10:06.169,True,False,1,1,1,1,False,False,True,True,True,True,1,False,0.0,0.0,0.0,35.33,35.0,31.0,655.35,441.0,81.87
