timestamp,datetime,diagnostics_low.bmb_comm_error,diagnostics_low.imd_gnd_isolation_error,diagnostics_low.shutdown_leg1,diagnostics_low.shutdown_leg2,diagnostics_low.shutdown_leg3,diagnostics_low.shutdown_leg4,dynamics.fl_pushrod_stress,dynamics.fl_spring_displace,dynamics.fl_strain_gauge_v,dynamics.flw_speed,pack.cell_bottom_temp,pack.cell_top_temp,pack.hv_c,pack.hv_pack_v,pack.hv_soc
1750309532.919457,2025-06-19 00:05:32.919,,,,,,,0.0,0.0,0.0,32.21,,,,,
1750309532.933247,2025-06-19 00:05:32.933,,,,,,,0.0,0.0,0.0,32.97,,,,,
1750309532.947028,2025-06-19 00:05:32.947,,,,,,,0.0,0.0,0.0,32.04,,,,,
1750309532.9608378,2025-06-19 00:05:32.960,False,False,False,False,False,True,0.0,0.0,0.0,34.34,36.0,27.0,655.35,436.0,80.45
1750309532.9733608,2025-06-19 00:05:32.973,,,,,,,0.0,0.0,0.0,32.55,,,,,
1750309532.9871318,2025-06-19 00:05:32.987,,,,,,,0.0,0.0,0.0,31.25,,,,,
1750309533.000607,2025-06-19 00:05:33.000,,,,,,,0.0,0.0,0.0,32.67,,,,,
1750309533.014605,2025-06-19 00:05:33.014,,,,,,,0.0,0.0,0.0,31.88,,,,,
1750309533.028109,2025-06-19 00:05:33.028,,,,,,,0.0,0.0,0.0,32.71,,,,,
1750309533.039731,2025-06-19 00:05:33.039,,,,,,,0.0,0.0,0.0,33.61,,,,,
1750309533.052682,2025-06-19 00:05:33.052,,,,,,,0.0,0.0,0.0,32.65,,,,,
1750309533.0672371,2025-06-19 00:05:33.067,False,False,False,False,False,True,0.0,0.0,0.0,34.77,35.0,27.0,655.35,441.0,81.42
1750309533.081821,2025-06-19 00:05:33.081,,,,,,,0.0,0.0,0.0,32.97,,,,,
1750309533.095733,2025-06-19 00:05:33.095,,,,,,,0.0,0.0,0.0,33.2,,,,,
1750309533.109635,2025-06-19 00:05:33.109,,,,,,,0.0,0.0,0.0,32.55,,,,,
1750309533.123484,2025-06-19 00:05:33.123,,,,,,,0.0,0.0,0.0,32.37,,,,,
1750309533.135946,2025-06-19 00:05:33.135,,,,,,,0.0,0.0,0.0,35.04,,,,,
1750309533.149791,2025-06-19 00:05:33.149,,,,,,,0.0,0.0,0.0,35.01,,,,,
1750309533.163608,2025-06-19 00:05:33.163,,,,,,,0.0,0.0,0.0,33.49,,,,,
1750309533.17757,2025-06-19 00:05:33.177,False,False,False,False,False,True,0.0,0.0,0.0,32.19,36.0,26.0,655.35,435.0,80.17
1750309533.191542,2025-06-19 00:05:33.191,,,,,,,0.0,0.0,0.0,33.05,,,,,
1750309533.205376,2025-06-19 00:05:33.205,,,,,,,0.0,0.0,0.0,34.61,,,,,
1750309533.2184162,2025-06-19 00:05:33.218,,,,,,,0.0,0.0,0.0,32.71,,,,,
1750309533.230784,2025-06-19 00:05:33.230,,,,,,,0.0,0.0,0.0,32.95,,,,,
1750309533.2441862,2025-06-19 00:05:33.244,,,,,,,0.0,0.0,0.0,35.03,,,,,
1750309533.258024,2025-06-19 00:05:33.258,,,,,,,0.0,0.0,0.0,31.95,,,,,
1750309533.2718651,2025-06-19 00:05:33.271,,,,,,,0.0,0.0,0.0,33.83,,,,,
1750309533.285737,2025-06-19 00:05:33.285,False,False,False,False,False,True,0.0,0.0,0.0,32.07,37.0,26.0,655.35,441.0,80.37
1750309533.301008,2025-06-19 00:05:33.301,,,,,,,0.0,0.0,0.0,34.71,,,,,
1750309533.312768,2025-06-19 00:05:33.312,,,,,,,0.0,0.0,0.0,33.6,,,,,
1750309533.326592,2025-06-19 00:05:33.326,,,,,,,0.0,0.0,0.0,32.75,,,,,
1750309533.340406,2025-06-19 00:05:33.340,,,,,,,0.0,0.0,0.0,34.12,,,,,
1750309533.35423,2025-06-19 00:05:33.354,,,,,,,0.0,0.0,0.0,32.53,,,,,
1750309533.368042,2025-06-19 00:05:33.368,,,,,,,0.0,0.0,0.0,31.91,,,,,
1750309533.3818848,2025-06-19 00:05:33.381,,,,,,,0.0,0.0,0.0,33.160000000000004,,,,,
1750309533.395811,2025-06-19 00:05:33.395,False,False,False,False,False,True,0.0,0.0,0.0,34.02,34.0,27.0,655.35,443.0,80.47
1750309533.40974,2025-06-19 00:05:33.409,,,,,,,0.0,0.0,0.0,33.76,,,,,
1750309533.42358,2025-06-19 00:05:33.423,,,,,,,0.0,0.0,0.0,35.67,,,,,
1750309533.435798,2025-06-19 00:05:33.435,,,,,,,0.0,0.0,0.0,32.3,,,,,
1750309533.447424,2025-06-19 00:05:33.447,,,,,,,0.0,0.0,0.0,33.75,,,,,
1750309533.461298,2025-06-19 00:05:33.461,,,,,,,0.0,0.0,0.0,33.57,,,,,
1750309533.475185,2025-06-19 00:05:33.475,,,,,,,0.0,0.0,0.0,34.800000000000004,,,,,
1750309533.487316,2025-06-19 00:05:33.487,,,,,,,0.0,0.0,0.0,32.8,,,,,
1750309533.501187,2025-06-19 00:05:33.501,False,False,False,False,False,True,0.0,0.0,0.0,35.07,36.0,29.0,655.35,439.0,81.56
1750309533.515189,2025-06-19 00:05:33.515,,,,,,,0.0,0.0,0.0,33.56,,,,,
1750309533.5279732,2025-06-19 00:05:33.527,,,,,,,0.0,0.0,0.0,33.57,,,,,
1750309533.541875,2025-06-19 00:05:33.541,,,,,,,0.0,0.0,0.0,33.72,,,,,
1750309533.555705,2025-06-19 00:05:33.555,,,,,,,0.0,0.0,0.0,34.27,,,,,
1750309533.56767,2025-06-19 00:05:33.567,,,,,,,0.0,0.0,0.0,33.72,,,,,
1750309533.581611,2025-06-19 00:05:33.581,,,,,,,0.0,0.0,0.0,34.29,,,,,
1750309533.5955122,2025-06-19 00:05:33.595,,,,,,,0.0,0.0,0.0,34.660000000000004,,,,,
1750309533.6094232,2025-06-19 00:05:33.609,False,False,False,False,True,False,0.0,0.0,0.0,34.45,35.0,28.0,655.35,442.0,81.69
1750309533.623401,2025-06-19 00:05:33.623,,,,,,,0.0,0.0,0.0,32.68,,,,,
1750309533.636287,2025-06-19 00:05:33.636,,,,,,,0.0,0.0,0.0,33.47,,,,,
1750309533.650141,2025-06-19 00:05:33.650,,,,,,,0.0,0.0,0.0,35.99,,,,,
1750309533.663965,2025-06-19 00:05:33.663,,,,,,,0.0,0.0,0.0,34.59,,,,,
1750309533.6777759,2025-06-19 00:05:33.677,,,,,,,0.0,0.0,0.0,33.88,,,,,
1750309533.691584,2025-06-19 00:05:33.691,,,,,,,0.0,0.0,0.0,34.87,,,,,
1750309533.7053802,2025-06-19 00:05:33.705,,,,,,,0.0,0.0,0.0,33.62,,,,,
1750309533.7192671,2025-06-19 00:05:33.719,False,False,True,False,True,False,0.0,0.0,0.0,35.54,35.0,30.0,655.35,438.0,81.57000000000001
1750309533.731916,2025-06-19 00:05:33.731,,,,,,,0.0,0.0,0.0,32.730000000000004,,,,,
1750309533.7457888,2025-06-19 00:05:33.745,,,,,,,0.0,0.0,0.0,35.08,,,,,
1750309533.7596831,2025-06-19 00:05:33.759,,,,,,,0.0,0.0,0.0,34.11,,,,,
1750309533.773531,2025-06-19 00:05:33.773,,,,,,,0.0,0.0,0.0,34.08,,,,,
1750309533.785861,2025-06-19 00:05:33.785,,,,,,,0.0,0.0,0.0,35.4,,,,,
1750309533.7997959,2025-06-19 00:05:33.799,,,,,,,0.0,0.0,0.0,34.74,,,,,
1750309533.813638,2025-06-19 00:05:33.813,,,,,,,0.0,0.0,0.0,34.5,,,,,
1750309533.827583,2025-06-19 00:05:33.827,False,False,True,False,True,False,0.0,0.0,0.0,34.1,34.0,28.0,655.35,441.0,80.31
1750309533.841724,2025-06-19 00:05:33.841,,,,,,,0.0,0.0,0.0,36.33,,,,,
1750309533.855861,2025-06-19 00:05:33.855,,,,,,,0.0,0.0,0.0,33.54,,,,,
1750309533.867676,2025-06-19 00:05:33.867,,,,,,,0.0,0.0,0.0,36.29,,,,,
1750309533.88171,2025-06-19 00:05:33.881,,,,,,,0.0,0.0,0.0,36.83,,,,,
1750309533.895503,2025-06-19 00:05:33.895,,,,,,,0.0,0.0,0.0,33.82,,,,,
1750309533.909313,2025-06-19 00:05:33.909,,,,,,,0.0,0.0,0.0,34.480000000000004,,,,,
1750309533.9231749,2025-06-19 00:05:33.923,,,,,,,0.0,0.0,0.0,35.7,,,,,
1750309533.936057,2025-06-19 00:05:33.936,False,False,True,True,True,False,0.0,0.0,0.0,34.2,35.0,29.0,655.35,436.0,80.41
1750309533.949951,2025-06-19 00:05:33.949,,,,,,,0.0,0.0,0.0,33.410000000000004,,,,,
1750309533.9622889,2025-06-19 00:05:33.962,,,,,,,0.0,0.0,0.0,34.08,,,,,
1750309533.976157,2025-06-19 00:05:33.976,,,,,,,0.0,0.0,0.0,34.08,,,,,
1750309533.988478,2025-06-19 00:05:33.988,,,,,,,0.0,0.0,0.0,35.480000000000004,,,,,
1750309534.0016158,2025-06-19 00:05:34.001,,,,,,,0.0,0.0,0.0,34.550000000000004,,,,,
1750309534.015489,2025-06-19 00:05:34.015,,,,,,,0.0,0.0,0.0,36.12,,,,,
1750309534.029574,2025-06-19 00:05:34.029,,,,,,,0.0,0.0,0.0,33.730000000000004,,,,,
1750309534.043443,2025-06-19 00:05:34.043,False,False,True,True,True,False,0.0,0.0,0.0,33.660000000000004,33.0,30.0,655.35,444.0,81.25
1750309534.056401,2025-06-19 00:05:34.056,,,,,,,0.0,0.0,0.0,36.0,,,,,
1750309534.0689752,2025-06-19 00:05:34.068,,,,,,,0.0,0.0,0.0,35.21,,,,,
1750309534.0821812,2025-06-19 00:05:34.082,,,,,,,0.0,0.0,0.0,34.97,,,,,
1750309534.095097,2025-06-19 00:05:34.095,,,,,,,0.0,0.0,0.0,34.71,,,,,
1750309534.108945,2025-06-19 00:05:34.108,,,,,,,0.0,0.0,0.0,35.980000000000004,,,,,
1750309534.121685,2025-06-19 00:05:34.121,,,,,,,0.0,0.0,0.0,33.42,,,,,
1750309534.13552,2025-06-19 00:05:34.135,,,,,,,0.0,0.0,0.0,33.57,,,,,
1750309534.151005,2025-06-19 00:05:34.151,False,False,False,True,True,False,0.0,0.0,0.0,36.18,37.0,31.0,655.35,443.0,81.65
1750309534.1651561,2025-06-19 00:05:34.165,,,,,,,0.0,0.0,0.0,34.11,,,,,
1750309534.178993,2025-06-19 00:05:34.178,,,,,,,0.0,0.0,0.0,36.34,,,,,
1750309534.191831,2025-06-19 00:05:34.191,,,,,,,0.0,0.0,0.0,35.99,,,,,
1750309534.2057102,2025-06-19 00:05:34.205,,,,,,,0.0,0.0,0.0,35.18,,,,,
1750309534.2190342,2025-06-19 00:05:34.219,,,,,,,0.0,0.0,0.0,37.36,,,,,
1750309534.23249,2025-06-19 00:05:34.232,,,,,,,0.0,0.0,0.0,34.68,,,,,
1750309534.2453408,2025-06-19 00:05:34.245,,,,,,,0.0,0.0,0.0,34.61,,,,,
1750309534.257986,2025-06-19 00:05:34.257,False,False,False,True,True,False,0.0,0.0,0.0,36.27,35.0,29.0,655.35,442.0,81.69
1750309534.2719018,2025-06-19 00:05:34.271,,,,,,,0.0,0.0,0.0,34.56,,,,,
1750309534.284375,2025-06-19 00:05:34.284,,,,,,,0.0,0.0,0.0,35.87,,,,,
1750309534.2984161,2025-06-19 00:05:34.298,,,,,,,0.0,0.0,0.0,34.45,,,,,
1750309534.312313,2025-06-19 00:05:34.312,,,,,,,0.0,0.0,0.0,35.06,,,,,
1750309534.326219,2025-06-19 00:05:34.326,,,,,,,0.0,0.0,0.0,33.730000000000004,,,,,
1750309534.3400671,2025-06-19 00:05:34.340,,,,,,,0.0,0.0,0.0,34.29,,,,,
1750309534.352414,2025-06-19 00:05:34.352,,,,,,,0.0,0.0,0.0,35.71,,,,,
1750309534.3663821,2025-06-19 00:05:34.366,False,False,False,True,True,False,0.0,0.0,0.0,34.09,33.0,30.0,655.35,437.0,81.12
1750309534.3802738,2025-06-19 00:05:34.380,,,,,,,0.0,0.0,0.0,33.910000000000004,,,,,
1750309534.391961,2025-06-19 00:05:34.391,,,,,,,0.0,0.0,0.0,36.79,,,,,
1750309534.405875,2025-06-19 00:05:34.405,,,,,,,0.0,0.0,0.0,37.35,,,,,
1750309534.41977,2025-06-19 00:05:34.419,,,,,,,0.0,0.0,0.0,34.410000000000004,,,,,
1750309534.4323041,2025-06-19 00:05:34.432,,,,,,,0.0,0.0,0.0,33.92,,,,,
1750309534.445894,2025-06-19 00:05:34.445,,,,,,,0.0,0.0,0.0,37.89,,,,,
1750309534.4598012,2025-06-19 00:05:34.459,,,,,,,0.0,0.0,0.0,36.6,,,,,
1750309534.472832,2025-06-19 00:05:34.472,False,False,False,True,True,False,0.0,0.0,0.0,35.9,35.0,31.0,655.35,445.0,81.53
1750309534.487204,2025-06-19 00:05:34.487,,,,,,,0.0,0.0,0.0,36.97,,,,,
1750309534.501021,2025-06-19 00:05:34.501,,,,,,,0.0,0.0,0.0,37.660000000000004,,,,,
1750309534.513377,2025-06-19 00:05:34.513,,,,,,,0.0,0.0,0.0,35.12,,,,,
1750309534.5272791,2025-06-19 00:05:34.527,,,,,,,0.0,0.0,0.0,34.81,,,,,
1750309534.540041,2025-06-19 00:05:34.540,,,,,,,0.0,0.0,0.0,36.07,,,,,
1750309534.55246,2025-06-19 00:05:34.552,,,,,,,0.0,0.0,0.0,36.63,,,,,
1750309534.565114,2025-06-19 00:05:34.565,,,,,,,0.0,0.0,0.0,36.52,,,,,
1750309534.579008,2025-06-19 00:05:34.579,False,False,False,True,True,False,0.0,0.0,0.0,37.29,34.0,31.0,655.35,441.0,81.77
1750309534.59298,2025-06-19 00:05:34.592,,,,,,,0.0,0.0,0.0,36.13,,,,,
1750309534.607451,2025-06-19 00:05:34.607,,,,,,,0.0,0.0,0.0,36.07,,,,,
1750309534.6195562,2025-06-19 00:05:34.619,,,,,,,0.0,0.0,0.0,38.27,,,,,
1750309534.631336,2025-06-19 00:05:34.631,,,,,,,0.0,0.0,0.0,35.050000000000004,,,,,
1750309534.643544,2025-06-19 00:05:34.643,,,,,,,0.0,0.0,0.0,35.72,,,,,
1750309534.655699,2025-06-19 00:05:34.655,,,,,,,0.0,0.0,0.0,37.83,,,,,
1750309534.668824,2025-06-19 00:05:34.668,,,,,,,0.0,0.0,0.0,35.43,,,,,
1750309534.681537,2025-06-19 00:05:34.681,False,False,False,True,True,False,0.0,0.0,0.0,36.2,36.0,31.0,655.35,439.0,81.68
1750309534.6959429,2025-06-19 00:05:34.695,,,,,,,0.0,0.0,0.0,36.62,,,,,
1750309534.710111,2025-06-19 00:05:34.710,,,,,,,0.0,0.0,0.0,34.81,,,,,
1750309534.723731,2025-06-19 00:05:34.723,,,,,,,0.0,0.0,0.0,34.71,,,,,
1750309534.736301,2025-06-19 00:05:34.736,,,,,,,0.0,0.0,0.0,34.79,,,,,
1750309534.749376,2025-06-19 00:05:34.749,,,,,,,0.0,0.0,0.0,35.38,,,,,
1750309534.763337,2025-06-19 00:05:34.763,,,,,,,0.0,0.0,0.0,38.410000000000004,,,,,
1750309534.777612,2025-06-19 00:05:34.777,,,,,,,0.0,0.0,0.0,36.83,,,,,
1750309534.791666,2025-06-19 00:05:34.791,False,False,False,True,True,False,0.0,0.0,0.0,35.9,35.0,32.0,655.35,437.0,82.61
1750309534.805686,2025-06-19 00:05:34.805,,,,,,,0.0,0.0,0.0,37.64,,,,,
1750309534.8176699,2025-06-19 00:05:34.817,,,,,,,0.0,0.0,0.0,35.4,,,,,
1750309534.831681,2025-06-19 00:05:34.831,,,,,,,0.0,0.0,0.0,36.75,,,,,
1750309534.84557,2025-06-19 00:05:34.845,,,,,,,0.0,0.0,0.0,38.7,,,,,
1750309534.859406,2025-06-19 00:05:34.859,,,,,,,0.0,0.0,0.0,37.160000000000004,,,,,
1750309534.873315,2025-06-19 00:05:34.873,,,,,,,0.0,0.0,0.0,35.28,,,,,
1750309534.887285,2025-06-19 00:05:34.887,,,,,,,0.0,0.0,0.0,37.11,,,,,
1750309534.901299,2025-06-19 00:05:34.901,False,False,False,True,True,False,0.0,0.0,0.0,38.1,35.0,29.0,655.35,442.0,81.62
1750309534.915723,2025-06-19 00:05:34.915,,,,,,,0.0,0.0,0.0,36.86,,,,,
1750309534.9299042,2025-06-19 00:05:34.929,,,,,,,0.0,0.0,0.0,35.160000000000004,,,,,
1750309534.944082,2025-06-19 00:05:34.944,,,,,,,0.0,0.0,0.0,34.94,,,,,
1750309534.958405,2025-06-19 00:05:34.958,,,,,,,0.0,0.0,0.0,35.34,,,,,
1750309534.9820201,2025-06-19 00:05:34.982,,,,,,,0.0,0.0,0.0,35.12,,,,,
1750309534.995422,2025-06-19 00:05:34.995,,,,,,,0.0,0.0,0.0,36.84,,,,,
1750309535.008992,2025-06-19 00:05:35.008,False,False,False,True,True,False,0.0,0.0,0.0,37.4,34.0,30.0,655.35,437.0,80.87
1750309535.023678,2025-06-19 00:05:35.023,,,,,,,0.0,0.0,0.0,35.19,,,,,
1750309535.037131,2025-06-19 00:05:35.037,,,,,,,0.0,0.0,0.0,35.69,,,,,
1750309535.051219,2025-06-19 00:05:35.051,,,,,,,0.0,0.0,0.0,35.24,,,,,
1750309535.0647838,2025-06-19 00:05:35.064,,,,,,,0.0,0.0,0.0,36.19,,,,,
1750309535.079225,2025-06-19 00:05:35.079,,,,,,,0.0,0.0,0.0,35.44,,,,,
1750309535.09361,2025-06-19 00:05:35.093,,,,,,,0.0,0.0,0.0,36.11,,,,,
1750309535.1079302,2025-06-19 00:05:35.107,,,,,,,0.0,0.0,0.0,36.82,,,,,
1750309535.122441,2025-06-19 00:05:35.122,False,False,False,True,True,False,0.0,0.0,0.0,38.19,36.0,30.0,655.35,443.0,81.64
1750309535.135605,2025-06-19 00:05:35.135,,,,,,,0.0,0.0,0.0,39.18,,,,,
1750309535.149973,2025-06-19 00:05:35.149,,,,,,,0.0,0.0,0.0,38.38,,,,,
1750309535.164515,2025-06-19 00:05:35.164,,,,,,,0.0,0.0,0.0,35.730000000000004,,,,,
1750309535.1772149,2025-06-19 00:05:35.177,,,,,,,0.0,0.0,0.0,37.47,,,,,
1750309535.19162,2025-06-19 00:05:35.191,,,,,,,0.0,0.0,0.0,37.58,,,,,
1750309535.2038221,2025-06-19 00:05:35.203,,,,,,,0.0,0.0,0.0,37.86,,,,,
1750309535.217877,2025-06-19 00:05:35.217,,,,,,,0.0,0.0,0.0,36.28,,,,,
1750309535.232569,2025-06-19 00:05:35.232,False,False,False,True,True,False,0.0,0.0,0.0,39.32,33.0,30.0,655.35,437.0,81.73
1750309535.247518,2025-06-19 00:05:35.247,,,,,,,0.0,0.0,0.0,39.160000000000004,,,,,
1750309535.2619112,2025-06-19 00:05:35.261,,,,,,,0.0,0.0,0.0,38.89,,,,,
1750309535.2763882,2025-06-19 00:05:35.276,,,,,,,0.0,0.0,0.0,36.85,,,,,
1750309535.290626,2025-06-19 00:05:35.290,,,,,,,0.0,0.0,0.0,38.22,,,,,
1750309535.304245,2025-06-19 00:05:35.304,,,,,,,0.0,0.0,0.0,37.97,,,,,
1750309535.318559,2025-06-19 00:05:35.318,,,,,,,0.0,0.0,0.0,36.76,,,,,
